protocol_version,reviewer_slot,wave_id,sequence_in_wave,opaque_item_id,context_label,prompt_text,first_construct_mapping,second_construct_mapping,direction_guess,clarity_rating_1_4,single_response_rating_1_4,universality_rating_1_4,scale_fit_rating_1_4,desirable_direction_guess,risk_flags,fatal_risk_note,stage1_notes
m04-core-expert-kit.v0.1,R05,W1,1,NX-061,다른 사람에게 해주기로 한 일이 있을 때,상대가 다시 말해주면 챙긴다.,SM_RL,NONE,LOW,3,3,4,4,HIGH,MEMORY;SOCIAL_DESIRABILITY,NONE,상대의 재촉 뒤 이행하는 반응으로 읽히며 자발적 확인과 기억력 영향이 섞인다.
m04-core-expert-kit.v0.1,R05,W1,2,NX-150,반복해서 쓰는 물건이나 자료를 둘 때,그때 쓰기 편한 곳에 둔다.,SM_OS,NONE,LOW,3,3,4,4,HIGH,NONE,NONE,재탐색 가능한 자리보다 당장의 편의를 따르는 정리 방식으로 읽힌다.
m04-core-expert-kit.v0.1,R05,W1,3,NX-011,함께 있던 사람이 평소보다 지쳐 보일 때,그 사람이 괜찮은지 자연스럽게 신경이 간다.,RO_EC,NONE,HIGH,4,4,4,4,HIGH,SOCIAL_DESIRABILITY,NONE,상대 상태와 마음에 주의가 먼저 가는 반응이 직접적이다.
m04-core-expert-kit.v0.1,R05,W1,4,NX-025,인터넷에서 같은 주제를 다르게 설명하는 글 두 개를 발견했을 때,각 글이 어떤 근거로 설명하는지 비교해본다.,OE_IE,NONE,HIGH,4,4,3,4,HIGH,DIGITAL_ACCESS;EDUCATION,NONE,설명의 근거와 차이를 더 탐색하는 경향이나 온라인 접근과 근거 이해 경험의 영향을 받는다.
m04-core-expert-kit.v0.1,R05,W1,5,NX-143,이번 주 안에 할 일이 생겼을 때,언제 할지 대략적인 때를 정해둔다.,SM_OS,SM_EP,HIGH,4,3,4,4,HIGH,SOCIAL_DESIRABILITY,NONE,시점을 구조화하는 계획 반응이며 실행 착수와도 일부 겹친다.
m04-core-expert-kit.v0.1,R05,W1,6,NX-097,여럿의 일정을 맞출 때,다른 사람의 가능 시간을 확인한 뒤 내 시간을 말한다.,SE_AI,RO_RN,LOW,3,2,4,3,LOW,ADJACENT_CONSTRUCT;SOCIAL_DESIRABILITY,NONE,먼저 의견을 내는 정도보다 상대 배려 규범이 응답을 좌우할 수 있다.
m04-core-expert-kit.v0.1,R05,W1,7,NX-015,상대의 답이나 반응이 늦어질 때,좋지 않은 이유가 반복해서 떠오른다.,ER_WD,NONE,HIGH,4,4,4,4,LOW,CLINICAL_CONTAMINATION,NONE,불확실한 대기에서 부정 가능성이 반복되는 걱정 반응이다.
m04-core-expert-kit.v0.1,R05,W1,8,NX-089,가깝지는 않은 사람이 힘든 일에 대한 내 의견을 물을 때,처음에는 그 사람이 어떤 마음이었는지가 궁금해진다.,RO_EC,NONE,HIGH,4,4,3,4,HIGH,SOCIAL_DESIRABILITY,NONE,해결 의견보다 상대 마음에 먼저 주의하는 반응이 명확하다.
m04-core-expert-kit.v0.1,R05,W1,9,NX-045,끝내기까지 작은 마무리만 남았을 때,필요해지는 시점까지 남은 부분을 그대로 둔다.,SM_EP,NONE,LOW,4,4,4,4,HIGH,SOCIAL_DESIRABILITY,NONE,마무리를 미루는 실행 지속성의 낮은 방향을 직접 묻는다.
m04-core-expert-kit.v0.1,R05,W1,10,NX-005,누군가 해결책을 묻지 않고 속상한 일을 이야기할 때,이야기의 원인과 결과가 먼저 궁금해진다.,RO_EC,NONE,LOW,4,4,4,4,HIGH,ADJACENT_CONSTRUCT,NONE,상대 마음보다 사건의 인과에 주의가 먼저 가는 방향이다.
m04-core-expert-kit.v0.1,R05,W1,11,NX-138,대화 중 전에 들었던 것과 비슷한 설명이 나왔을 때,예전에 들은 내용과 어떻게 연결되는지 생각해본다.,OE_IE,METHOD,HIGH,3,3,4,3,HIGH,MEMORY;ADJACENT_CONSTRUCT,NONE,개념 연결 탐색으로 읽히지만 과거 내용을 기억하는 능력과 연상 습관이 섞인다.
m04-core-expert-kit.v0.1,R05,W1,12,NX-085,여럿이 일을 나눠 맡았을 때,다른 사람이 물어볼 때 내 부분의 진행 상태를 확인한다.,SM_RL,NONE,LOW,4,4,4,4,HIGH,SOCIAL_DESIRABILITY,NONE,선제 확인보다 타인의 질문 뒤 확인하는 맡은 일 관리 반응이다.
m04-core-expert-kit.v0.1,R05,W1,13,NX-146,내가 한 일에서 고칠 점을 들었을 때,내용을 듣는 동안 감정의 크기는 크게 달라지지 않는다.,ER_IR,NONE,LOW,4,4,4,4,LOW,SOCIAL_DESIRABILITY,NONE,평가를 받는 동안 감정 동요가 작다는 반응이 직접적이다.
m04-core-expert-kit.v0.1,R05,W1,14,NX-130,처음 보는 기능이 있는 생활용품을 사용할 때,어떻게 쓰는지만 확인하고 바로 사용한다.,OE_IE,NONE,LOW,4,4,3,4,HIGH,NONE,NONE,필요한 사용법에서 탐색을 멈추는 지적 탐구의 낮은 방향이다.
m04-core-expert-kit.v0.1,R05,W1,15,NX-023,궁금했던 질문의 답을 찾았을 때,그 답이 나온 이유나 배경까지 더 알아본다.,OE_IE,NONE,HIGH,4,4,4,4,HIGH,SOCIAL_DESIRABILITY,NONE,필요한 답을 넘어 이유와 배경을 탐색하는 경향이 직접적이다.
m04-core-expert-kit.v0.1,R05,W1,16,NX-064,의견 충돌이 길어져 답답해졌을 때,상대의 태도나 성격까지 문제로 말한다.,RO_RN,ER_IR,LOW,4,3,4,4,HIGH,SOCIAL_DESIRABILITY,NONE,의견과 사람의 존엄을 분리하지 않는 반응이며 감정 동요도 일부 개입한다.
