protocol_version,reviewer_slot,wave_id,sequence_in_wave,opaque_item_id,context_label,prompt_text,first_construct_mapping,second_construct_mapping,direction_guess,clarity_rating_1_4,single_response_rating_1_4,universality_rating_1_4,scale_fit_rating_1_4,desirable_direction_guess,risk_flags,fatal_risk_note,stage1_notes
m04-core-expert-kit.v0.1,R04,W3,1,NX-016,상대의 실수 때문에 함께한 일에 문제가 생겼을 때,고쳐야 할 행동을 중심으로 말한다.,RO_RN,NONE,HIGH,4,4,4,4,HIGH,SOCIAL_DESIRABILITY,NONE,사람 자체를 평가하지 않고 수정할 행동에 초점을 두어 존중을 유지한다.
m04-core-expert-kit.v0.1,R04,W3,2,NX-110,해보려던 일이 한 번 잘되지 않았을 때,다음 시도를 생각할 때 걱정이 오래 이어지지 않는다.,ER_WD,NONE,LOW,4,4,4,4,HIGH,NEGATION;SOCIAL_DESIRABILITY,NONE,한 번의 실패 뒤 다음 시도에 대한 걱정이 지속되지 않는 반응이다.
m04-core-expert-kit.v0.1,R04,W3,3,NX-023,궁금했던 질문의 답을 찾았을 때,그 답이 나온 이유나 배경까지 더 알아본다.,OE_IE,NONE,HIGH,4,4,4,4,SIMILAR,NONE,NONE,필요한 답을 얻은 뒤에도 이유와 배경으로 탐구를 확장한다.
m04-core-expert-kit.v0.1,R04,W3,4,NX-087,상대의 말이 끝난 뒤 해결 방법이 떠올랐을 때,떠오른 해결 방법부터 말한다.,RO_EC,NONE,LOW,4,4,4,4,SIMILAR,NONE,NONE,상대가 더 감정을 말할 여지를 확인하기보다 해결책을 먼저 제시한다.
m04-core-expert-kit.v0.1,R04,W3,5,NX-127,내가 마쳐야 다른 사람이 이어갈 수 있을 때,상대가 요청한 뒤 필요한 부분을 넘긴다.,SM_RL,NONE,LOW,3,2,4,2,UNCLEAR,LIMITER;RESPONSE_OPTION;SOCIAL_DESIRABILITY,NONE,의존 작업을 요청 전 넘기지 않는다는 뜻이나 요청 뒤 넘기는 빈도는 이행 수준을 양쪽으로 읽히게 한다.
m04-core-expert-kit.v0.1,R04,W3,6,NX-113,처음 만난 사람들과 가볍게 이야기할 때,대화 흐름에 함께할수록 기운이 붙는다.,SE_RE,NONE,HIGH,4,4,4,4,SIMILAR,NONE,NONE,낯선 사람과의 대화에 참여할수록 에너지가 살아나는 반응이다.
m04-core-expert-kit.v0.1,R04,W3,7,NX-005,누군가 해결책을 묻지 않고 속상한 일을 이야기할 때,이야기의 원인과 결과가 먼저 궁금해진다.,RO_EC,OE_IE,LOW,4,3,4,4,SIMILAR,ADJACENT_CONSTRUCT,NONE,상대 마음보다 사건의 원인과 결과에 주의가 먼저 가며 이유 탐구 성향도 일부 섞인다.
m04-core-expert-kit.v0.1,R04,W3,8,NX-089,가깝지는 않은 사람이 힘든 일에 대한 내 의견을 물을 때,처음에는 그 사람이 어떤 마음이었는지가 궁금해진다.,RO_EC,NONE,HIGH,4,4,3,4,HIGH,SOCIAL_DESIRABILITY,NONE,가까운 관계가 아니어도 문제 원인보다 상대 마음에 주의가 먼저 간다.
m04-core-expert-kit.v0.1,R04,W3,9,NX-149,해야 할 일이 평소보다 조금 늘었을 때,일이 늘어도 걱정이 오래 이어지지는 않는다.,ER_WD,METHOD,LOW,4,3,3,4,HIGH,ABILITY;LIMITER;NEGATION;SOCIAL_DESIRABILITY,NONE,업무 증가에 걱정이 지속되지 않는 반응이나 실제 수행 능력과 시간 여유가 영향을 준다.
m04-core-expert-kit.v0.1,R04,W3,10,NX-093,내가 한 것을 다른 사람이 확인할 예정일 때,해야 할 행동을 몇 번이고 다시 망설인다.,ER_WD,NONE,HIGH,4,4,4,4,LOW,SOCIAL_DESIRABILITY,NONE,타인의 평가 가능성 앞에서 행동 착수를 반복해서 주저한다.
