protocol_version,reviewer_slot,wave_id,sequence_in_wave,opaque_item_id,context_label,prompt_text,first_construct_mapping,second_construct_mapping,direction_guess,clarity_rating_1_4,single_response_rating_1_4,universality_rating_1_4,scale_fit_rating_1_4,desirable_direction_guess,risk_flags,fatal_risk_note,stage1_notes
m04-core-expert-kit.v0.1,R05,W3,1,NX-102,사소한 일이 생각대로 되지 않을 때,짜증이 금방 커진다.,ER_IR,NONE,HIGH,4,4,4,4,LOW,CLINICAL_CONTAMINATION,NONE,작은 좌절에서 불편한 감정이 빠르게 커지는 반응이 직접적이다.
m04-core-expert-kit.v0.1,R05,W3,2,NX-078,금방 끝낼 수 있는 부탁을 들어주기로 했을 때,처리할 시점을 정해둔다.,SM_RL,SM_OS,HIGH,4,3,4,4,HIGH,SOCIAL_DESIRABILITY,NONE,약속 이행을 위해 시점을 정하는 반응이며 계획 구조화도 함께 포함한다.
m04-core-expert-kit.v0.1,R05,W3,3,NX-113,처음 만난 사람들과 가볍게 이야기할 때,대화 흐름에 함께할수록 기운이 붙는다.,SE_RE,NONE,HIGH,4,4,4,4,HIGH,SOCIAL_DESIRABILITY,NONE,처음 만난 사람들과 함께할수록 에너지가 살아나는 반응이다.
m04-core-expert-kit.v0.1,R05,W3,4,NX-109,영상을 보거나 대화하던 중 처음 듣는 개념이 나왔을 때,영상이나 대화를 이해할 만큼만 뜻을 확인한다.,OE_IE,NONE,LOW,4,4,4,4,HIGH,LIMITER,NONE,현재 내용을 이해하는 데 필요한 범위에서 탐색을 멈추는 낮은 방향이다.
m04-core-expert-kit.v0.1,R05,W3,5,NX-106,가보지 않은 공간에 대한 설명을 접할 때,설명된 내용까지만 생각하고 넘어간다.,OE_CI,NONE,LOW,4,4,4,4,SIMILAR,LIMITER,NONE,주어진 설명 바깥의 장면이나 가능성을 확장하지 않는 반응이다.
m04-core-expert-kit.v0.1,R05,W3,6,NX-075,결과가 아직 정해지지 않은 일을 기다릴 때,잘못될 가능성이 여러 번 떠오른다.,ER_WD,NONE,HIGH,4,4,4,4,LOW,CLINICAL_CONTAMINATION,NONE,불확실한 결과를 기다리며 부정 가능성이 반복되는 걱정 반응이다.
m04-core-expert-kit.v0.1,R05,W3,7,NX-063,익숙한 사람들과 한동안 이야기를 나눌 때,혼자 조용히 있을 시간이 필요해진다.,SE_RE,NONE,LOW,4,4,4,4,HIGH,SOCIAL_DESIRABILITY,NONE,익숙한 사람들과 함께한 뒤에도 회복 시간이 필요한 낮은 방향이다.
m04-core-expert-kit.v0.1,R05,W3,8,NX-027,미뤄도 당장 문제없는 할 일이 생겼을 때,해야 할 때가 가까워지기 전에 첫 행동을 시작한다.,SM_EP,NONE,HIGH,4,4,4,4,HIGH,SOCIAL_DESIRABILITY,NONE,외부 시점이 임박하기 전에 행동을 시작하는 실행 반응이다.
m04-core-expert-kit.v0.1,R05,W3,9,NX-083,하늘이나 나무 같은 일상 풍경을 볼 때,잠시 본 뒤 하던 일로 관심이 돌아간다.,OE_AE,METHOD,LOW,3,3,4,3,HIGH,ATTENTION;ADJACENT_CONSTRUCT,NONE,미적 관심의 짧음과 일반적인 주의 전환이 구분되지 않을 수 있다.
m04-core-expert-kit.v0.1,R05,W3,10,NX-046,다른 사람과 정한 내용이 여러 가지일 때,내가 맡은 내용과 시점을 다시 확인한다.,SM_RL,SM_OS,HIGH,4,3,4,4,HIGH,SOCIAL_DESIRABILITY,NONE,합의한 역할과 시점을 재확인하는 이행 반응이며 구조화도 일부 포함한다.
m04-core-expert-kit.v0.1,R05,W3,11,NX-009,평범한 일상 장면을 보고 있을 때,보이는 장면만 살펴보고 그대로 지나간다.,OE_CI,NONE,LOW,4,4,4,4,SIMILAR,NONE,NONE,보이는 내용 밖의 다른 장면이나 가능성을 떠올리지 않는 낮은 방향이다.
