protocol_version,reviewer_slot,wave_id,sequence_in_wave,opaque_item_id,context_label,prompt_text,first_construct_mapping,second_construct_mapping,direction_guess,clarity_rating_1_4,single_response_rating_1_4,universality_rating_1_4,scale_fit_rating_1_4,desirable_direction_guess,risk_flags,fatal_risk_note,stage1_notes
m04-core-expert-kit.v0.1,R02,W2,1,NX-099,다른 사람에게 해주기로 한 일이 있을 때,잊지 않도록 내가 확인할 방법을 마련한다.,SM_RL,SM_OS,HIGH,4,4,4,4,HIGH,MEMORY;ADJACENT_CONSTRUCT,NONE,약속 이행 자체보다 기억 보조 방법과 정리 습관이 답에 함께 영향을 줄 수 있다.
m04-core-expert-kit.v0.1,R02,W2,2,NX-010,상대의 실수 때문에 함께한 일에 문제가 생겼을 때,그 사람의 태도나 성격까지 함께 말한다.,RO_RN,ER_IR,LOW,4,4,4,4,HIGH,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,행동 문제를 사람 전체의 평가로 넓히는 반응은 명확하지만 감정 동요와 존중이 함께 측정될 수 있다.
m04-core-expert-kit.v0.1,R02,W2,3,NX-075,결과가 아직 정해지지 않은 일을 기다릴 때,잘못될 가능성이 여러 번 떠오른다.,ER_WD,NONE,HIGH,4,4,4,4,LOW,NONE,NONE,불확실한 상황에서 걱정이 반복되는 반응을 쉽고 직접적으로 묻는다.
m04-core-expert-kit.v0.1,R02,W2,4,NX-034,의견 충돌이 길어져 답답해졌을 때,상대 자체와 지금 의견의 문제는 다르다는 생각이 든다.,RO_RN,NONE,HIGH,4,4,4,4,HIGH,SOCIAL_DESIRABILITY,NONE,사람과 의견을 구분하는 생각은 명확하지만 존중하는 답이 강하게 바람직해 보인다.
m04-core-expert-kit.v0.1,R02,W2,5,NX-126,해야 하지만 당장 재미나 보상이 적은 일을 할 때,그날의 관심이나 기운에 따라 이어가는 정도가 달라진다.,SM_EP,NONE,LOW,4,4,4,4,HIGH,SOCIAL_DESIRABILITY,NONE,관심이나 기운에 따른 실행 변화를 쉽게 이해할 수 있으나 꾸준한 답이 더 바람직해 보일 수 있다.
m04-core-expert-kit.v0.1,R02,W2,6,NX-046,다른 사람과 정한 내용이 여러 가지일 때,내가 맡은 내용과 시점을 다시 확인한다.,SM_RL,SM_OS,HIGH,4,3,3,4,HIGH,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,맡은 내용과 시점을 확인하는 두 요소가 결합되어 있으며 역할 이행과 정리 습관이 겹친다.
m04-core-expert-kit.v0.1,R02,W2,7,NX-056,미뤄도 당장 문제없는 할 일이 생겼을 때,해야 할 때가 가까워져야 첫 행동을 시작한다.,SM_EP,NONE,LOW,4,4,4,4,HIGH,SOCIAL_DESIRABILITY;LIMITER,NONE,첫 행동 시작 시점은 명확하지만 가까워져야라는 기준과 미루는 답의 낮은 바람직성이 영향을 줄 수 있다.
m04-core-expert-kit.v0.1,R02,W2,8,NX-138,대화 중 전에 들었던 것과 비슷한 설명이 나왔을 때,예전에 들은 내용과 어떻게 연결되는지 생각해본다.,METHOD,OE_IE,UNCLEAR,3,4,4,3,UNCLEAR,MEMORY;ABILITY;ADJACENT_CONSTRUCT,NONE,탐구 경향보다 예전 내용을 기억하고 연결하는 연상 능력이 답을 크게 좌우할 수 있다.
m04-core-expert-kit.v0.1,R02,W2,9,NX-113,처음 만난 사람들과 가볍게 이야기할 때,대화 흐름에 함께할수록 기운이 붙는다.,SE_RE,NONE,HIGH,4,4,4,4,SIMILAR,NONE,NONE,낯선 사람들과 함께하는 동안 에너지가 살아나는 변화를 자연스럽게 묻는다.
m04-core-expert-kit.v0.1,R02,W2,10,NX-047,누군가 속상한 일과 해결할 문제를 함께 이야기할 때,원인과 해결할 부분이 먼저 눈에 들어온다.,RO_EC,NONE,UNCLEAR,4,4,4,4,SIMILAR,NONE,NONE,마음과 문제가 함께 있을 때 원인과 해결에 먼저 주의가 가는 반응이 분명하다.
m04-core-expert-kit.v0.1,R02,W2,11,NX-025,인터넷에서 같은 주제를 다르게 설명하는 글 두 개를 발견했을 때,각 글이 어떤 근거로 설명하는지 비교해본다.,OE_IE,NONE,HIGH,4,4,3,4,HIGH,DIGITAL_ACCESS;EDUCATION,NONE,지적 탐구는 명확하지만 인터넷 접근과 긴 글을 비교하는 익숙함이 응답에 영향을 줄 수 있다.
m04-core-expert-kit.v0.1,R02,W2,12,NX-116,상대와 의견이 달라 대화가 길어질 때,답답함과 짜증이 빠르게 커진다.,ER_IR,NONE,HIGH,4,4,4,4,LOW,LIMITER,NONE,비슷한 불편 감정 두 개가 함께 나오지만 감정 동요의 방향은 쉽게 이해된다.
m04-core-expert-kit.v0.1,R02,W2,13,NX-148,평범한 일상 장면을 보고 있을 때,다르게 이어질 장면을 떠올려본다.,OE_CI,NONE,HIGH,4,4,4,4,SIMILAR,NONE,NONE,보이는 장면 밖의 다른 가능성을 이어 떠올리는 반응이 직접적이다.
m04-core-expert-kit.v0.1,R02,W2,14,NX-067,사람들과 부담 없이 시간을 보낸 뒤,혼자 조용히 회복할 시간이 필요해진다.,SE_RE,NONE,LOW,4,4,4,4,SIMILAR,NONE,NONE,사람들과 함께한 뒤 에너지 회복 필요를 생활어로 쉽게 묻는다.
m04-core-expert-kit.v0.1,R02,W2,15,NX-078,금방 끝낼 수 있는 부탁을 들어주기로 했을 때,처리할 시점을 정해둔다.,SM_OS,SM_RL,HIGH,4,4,4,4,HIGH,ADJACENT_CONSTRUCT,NONE,처리 시점 계획과 다른 사람과의 약속 이행이 함께 작용할 수 있다.
m04-core-expert-kit.v0.1,R02,W2,16,NX-118,여럿이 편하게 이야기를 나눌 때,참여하는 시간을 짧게 조절하고 싶어진다.,SE_RE,NONE,LOW,4,4,4,4,SIMILAR,LIMITER,NONE,대화 참여 시간을 줄이고 싶은 에너지 반응은 분명하지만 짧게의 기준은 개인마다 다르다.
m04-core-expert-kit.v0.1,R02,W2,17,NX-098,누군가 힘들었던 일을 이야기할 때,그 사람이 어떤 마음이었는지에 주의가 간다.,RO_EC,NONE,UNCLEAR,4,4,4,4,UNCLEAR,SOCIAL_DESIRABILITY,NONE,상대 마음에 주의가 가는 반응은 명확하지만 공감하는 답이 더 바람직해 보일 수 있다.
m04-core-expert-kit.v0.1,R02,W2,18,NX-108,함께할 계획에서 상대가 다른 방향을 원한다고 다시 말했을 때,내가 원하는 방향의 이유를 계속 설명한다.,RO_RN,NONE,LOW,4,4,4,4,HIGH,SOCIAL_DESIRABILITY,NONE,상대가 의사를 반복한 뒤에도 설득을 이어가는 행동이 명확하고 존중하는 반대 방향이 바람직해 보인다.
m04-core-expert-kit.v0.1,R02,W2,19,NX-088,공동 활동의 다음 순서가 정해지지 않았을 때,다른 사람이 방법을 꺼낼 때까지 상황을 살핀다.,SE_AI,NONE,LOW,4,4,4,4,SIMILAR,NONE,NONE,방법을 먼저 꺼내는지 기다리는지 표현 순서가 쉽게 구분된다.
m04-core-expert-kit.v0.1,R02,W2,20,NX-048,하늘이나 나무 같은 일상 풍경을 볼 때,색과 분위기가 주는 인상에 눈길이 간다.,OE_AE,NONE,HIGH,4,4,4,4,SIMILAR,NONE,NONE,일상 풍경의 색과 분위기에 관심이 가는 미적 반응이 구체적이다.
m04-core-expert-kit.v0.1,R02,W2,21,NX-134,하던 일을 일상적인 이유로 잠시 멈춘 뒤,다시 시작할 계기가 생길 때까지 그대로 둔다.,SM_EP,NONE,LOW,4,4,4,4,HIGH,ADJACENT_CONSTRUCT,NONE,복귀를 미루는 반응은 명확하지만 외부 계기의 유무가 실행 경향과 함께 영향을 줄 수 있다.
m04-core-expert-kit.v0.1,R02,W2,22,NX-024,중요하게 생각하는 문제에서 의견이 다를 때,내 의견을 말한 뒤 상대가 선택할 여지를 남긴다.,RO_RN,NONE,HIGH,4,3,4,4,HIGH,SOCIAL_DESIRABILITY,NONE,내 의견 표현과 상대 선택 여지 유지가 결합되어 있으며 존중하는 답이 뚜렷하게 바람직하다.
m04-core-expert-kit.v0.1,R02,W2,23,NX-017,가깝지는 않은 사람이 힘든 일을 꺼낼 때,그 사람이 느낀 마음보다 일어난 일이 먼저 궁금해진다.,RO_EC,NONE,UNCLEAR,4,4,4,4,SIMILAR,NONE,NONE,마음과 사건 중 무엇이 먼저 궁금한지 직접 비교해 쉽게 이해된다.
m04-core-expert-kit.v0.1,R02,W2,24,NX-089,가깝지는 않은 사람이 힘든 일에 대한 내 의견을 물을 때,처음에는 그 사람이 어떤 마음이었는지가 궁금해진다.,RO_EC,NONE,UNCLEAR,4,4,4,4,UNCLEAR,SOCIAL_DESIRABILITY,NONE,의견을 요청받은 상황에서도 상대 마음이 먼저 궁금한 반응이 명확하지만 바람직성 영향이 있을 수 있다.
