protocol_version,reviewer_slot,wave_id,sequence_in_wave,opaque_item_id,context_label,prompt_text,target_domain,target_facet,keyed_direction,response_layer,evidence_role,score_role,intended_response_process,target_relevance_rating_1_4,key_direction_fit_rating_1_4,coverage_contribution_rating,adjacent_separation_rating_1_4,recommendation,final_rationale
m04-core-expert-kit.v0.1,R07,W1,1,NX-071,하던 일을 일상적인 이유로 잠시 멈춘 뒤,다음 기회에 다시 돌아와 이어간다.,SM,SM-EP,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,자발적 복귀,,,,,,
m04-core-expert-kit.v0.1,R07,W1,2,NX-025,인터넷에서 같은 주제를 다르게 설명하는 글 두 개를 발견했을 때,각 글이 어떤 근거로 설명하는지 비교해본다.,OE,OE-IE,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,대안 설명 비교,,,,,,
m04-core-expert-kit.v0.1,R07,W1,3,NX-150,반복해서 쓰는 물건이나 자료를 둘 때,그때 쓰기 편한 곳에 둔다.,SM,SM-OS,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,현재 편의 기반 위치,,,,,,
m04-core-expert-kit.v0.1,R07,W1,4,NX-034,의견 충돌이 길어져 답답해졌을 때,상대 자체와 지금 의견의 문제는 다르다는 생각이 든다.,RO,RO-RN,HIGH,REPORTED_FIRST_ORIENTATION,PRIVATE_DETAIL_RESEARCH,PROFILE_MODIFIER,REPORTED_FIRST_ORIENTATION,,,,,,
m04-core-expert-kit.v0.1,R07,W1,5,NX-037,사소한 일이 생각대로 되지 않을 때,불편해도 감정의 크기는 천천히 변한다.,ER,ER-IR,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,느린 감정 변화,,,,,,
m04-core-expert-kit.v0.1,R07,W1,6,NX-078,금방 끝낼 수 있는 부탁을 들어주기로 했을 때,처리할 시점을 정해둔다.,SM,SM-RL,HIGH,SINGLE_RESPONSE,CONDITIONAL_MAIN,CONDITIONAL_TRAIT_EVIDENCE,약속의 행동 연결,,,,,,
m04-core-expert-kit.v0.1,R07,W1,7,NX-044,누군가 속상한 일과 해결할 문제를 함께 이야기할 때,해결 방법을 말하기 전에 상대가 어떤 마음인지 먼저 확인한다.,RO,RO-EC,HIGH,ENACTED_RESPONSE,PROCESS_PROFILE_MODIFIER,PROFILE_MODIFIER,ENACTED_RESPONSE,,,,,,
m04-core-expert-kit.v0.1,R07,W1,8,NX-121,함께하는 방식에 작은 조정이 필요할 때,상대가 물어본 뒤 필요한 부분을 말한다.,SE,SE-AI,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,질문 후 필요 표현,,,,,,
m04-core-expert-kit.v0.1,R07,W1,9,NX-077,관심 있는 주제로 대화가 길어질 때,잠시 대화에서 벗어나고 싶어진다.,SE,SE-RE,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,지속 교류 조절,,,,,,
m04-core-expert-kit.v0.1,R07,W1,10,NX-057,영화나 드라마의 중간 장면만 우연히 봤을 때,그 장면만 보고 앞뒤 이야기는 따로 떠올려보지 않는다.,OE,OE-CI,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,전후 서사를 따로 생성하지 않음,,,,,,
