protocol_version,reviewer_slot,wave_id,sequence_in_wave,opaque_item_id,context_label,prompt_text,target_domain,target_facet,keyed_direction,response_layer,evidence_role,score_role,intended_response_process,target_relevance_rating_1_4,key_direction_fit_rating_1_4,coverage_contribution_rating,adjacent_separation_rating_1_4,recommendation,final_rationale
m04-core-expert-kit.v0.1,R07,W3,1,NX-107,여럿이 일을 나눠 맡았을 때,필요한 시점 전에 내 부분의 진행 상태를 확인한다.,SM,SM-RL,HIGH,SINGLE_RESPONSE,CONDITIONAL_MAIN,CONDITIONAL_TRAIT_EVIDENCE,사전 진행 확인,,,,,,
m04-core-expert-kit.v0.1,R07,W3,2,NX-112,중요하게 생각하는 문제에서 의견이 다를 때,내 입장을 받아들이게 할 방법이 먼저 떠오른다.,RO,RO-RN,LOW,REPORTED_FIRST_ORIENTATION,PRIVATE_DETAIL_RESEARCH,PROFILE_MODIFIER,REPORTED_FIRST_ORIENTATION,,,,,,
m04-core-expert-kit.v0.1,R07,W3,3,NX-002,처음 들어간 일상 공간을 둘러볼 때,그곳이 주는 분위기에 관심이 간다.,OE,OE-AE,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,공간 인상 관심,,,,,,
m04-core-expert-kit.v0.1,R07,W3,4,NX-008,여러 날에 걸쳐 해야 하는 일이 있을 때,중간에 긴 공백이 생기지 않도록 나눠서 이어간다.,SM,SM-EP,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,분산 지속,,,,,,
m04-core-expert-kit.v0.1,R07,W3,5,NX-105,내가 한 일에서 고칠 점을 들었을 때,불편한 감정이 바로 커진다.,ER,ER-IR,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,피드백 직후 활성화,,,,,,
m04-core-expert-kit.v0.1,R07,W3,6,NX-145,처음 만난 소규모 자리에서 대화가 이어질 때,기운이 쉽게 줄어든다.,SE,SE-RE,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,새 교류 중 소모,,,,,,
m04-core-expert-kit.v0.1,R07,W3,7,NX-055,여럿이 간단한 선택을 정할 때,다른 사람이 선택지를 꺼낸 뒤 내 의견을 보탠다.,SE,SE-AI,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,제안 후 의견 추가,,,,,,
m04-core-expert-kit.v0.1,R07,W3,8,NX-072,처음 보는 기능이 있는 생활용품을 사용할 때,왜 그런 방식으로 작동하는지 궁금해진다.,OE,OE-IE,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,작동 이유 관심,,,,,,
m04-core-expert-kit.v0.1,R07,W3,9,NX-080,해보려던 일이 한 번 잘되지 않았을 때,다시 해도 잘되지 않을 장면이 반복해서 떠오른다.,ER,ER-WD,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,실패 예상 반복,,,,,,
m04-core-expert-kit.v0.1,R07,W3,10,NX-007,함께할 계획에서 상대가 다른 방향을 원한다고 다시 말했을 때,상대가 중요하게 보는 조건이 무엇인지 궁금해진다.,RO,RO-RN,HIGH,REPORTED_FIRST_ORIENTATION,PRIVATE_DETAIL_RESEARCH,PROFILE_MODIFIER,REPORTED_FIRST_ORIENTATION,,,,,,
m04-core-expert-kit.v0.1,R07,W3,11,NX-012,작은 불편이 짧은 시간 안에 반복될 때,불편이 반복되어도 감정의 크기는 비슷하게 유지된다.,ER,ER-IR,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,반복 중 낮은 증가,,,,,,
m04-core-expert-kit.v0.1,R07,W3,12,NX-060,결과를 확신하기 어려운 선택을 해야 할 때,같은 걱정을 되짚느라 결정을 미룬다.,ER,ER-WD,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,걱정 유발 결정 지연,,,,,,
m04-core-expert-kit.v0.1,R07,W3,13,NX-101,맡은 일을 약속한 때까지 마치기 어려워졌을 때,약속한 때가 오기 전에 상황을 알리고 다시 맞춘다.,SM,SM-RL,HIGH,SINGLE_RESPONSE,CONDITIONAL_MAIN,CONDITIONAL_TRAIT_EVIDENCE,조기 재조율,,,,,,
m04-core-expert-kit.v0.1,R07,W3,14,NX-136,일상에서 색과 빛이 어우러진 장면을 볼 때,잠깐 본 뒤 그대로 지나간다.,OE,OE-AE,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,시각 인상 짧은 관여,,,,,,
m04-core-expert-kit.v0.1,R07,W3,15,NX-041,누군가 힘들었던 일을 이야기할 때,무슨 일이 있었는지부터 확인한다.,RO,RO-EC,LOW,ENACTED_RESPONSE,PROCESS_PROFILE_MODIFIER,PROFILE_MODIFIER,ENACTED_RESPONSE,,,,,,
m04-core-expert-kit.v0.1,R07,W3,16,NX-143,이번 주 안에 할 일이 생겼을 때,언제 할지 대략적인 때를 정해둔다.,SM,SM-OS,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,시점 구조화,,,,,,
m04-core-expert-kit.v0.1,R07,W3,17,NX-035,대화 중 전에 들었던 것과 비슷한 설명이 나왔을 때,지금 들은 설명에만 관심을 둔다.,OE,OE-IE,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,현재 정보에만 관여,,,,,,
m04-core-expert-kit.v0.1,R07,W3,18,NX-042,일상에서 음악을 들을 때,소리와 분위기가 주는 인상에 관심이 간다.,OE,OE-AE,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,청각 인상 관심,,,,,,
m04-core-expert-kit.v0.1,R07,W3,19,NX-088,공동 활동의 다음 순서가 정해지지 않았을 때,다른 사람이 방법을 꺼낼 때까지 상황을 살핀다.,SE,SE-AI,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,방법 제안 전 관찰,,,,,,
m04-core-expert-kit.v0.1,R07,W3,20,NX-135,마음에 드는 장면이나 소리를 접한 뒤,곧 다른 생각으로 관심이 옮겨간다.,OE,OE-AE,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,인상 이탈,,,,,,
m04-core-expert-kit.v0.1,R07,W3,21,NX-029,사소한 선택에서 상대와 원하는 것이 다를 때,상대도 원하는 쪽을 선택할 수 있다는 생각이 든다.,RO,RO-RN,HIGH,REPORTED_FIRST_ORIENTATION,PRIVATE_DETAIL_RESEARCH,PROFILE_MODIFIER,REPORTED_FIRST_ORIENTATION,,,,,,
m04-core-expert-kit.v0.1,R07,W3,22,NX-001,해야 할 일이 몇 가지 겹쳐 있을 때,그때 눈에 띄는 일부터 처리한다.,SM,SM-OS,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,현재 단서 기반 처리,,,,,,
m04-core-expert-kit.v0.1,R07,W3,23,NX-116,상대와 의견이 달라 대화가 길어질 때,답답함과 짜증이 빠르게 커진다.,ER,ER-IR,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,갈등 중 감정 증가,,,,,,
m04-core-expert-kit.v0.1,R07,W3,24,NX-053,결과가 아직 정해지지 않은 일을 기다릴 때,잘못될 가능성을 오래 생각하지 않는다.,ER,ER-WD,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,짧은 걱정 지속,,,,,,
m04-core-expert-kit.v0.1,R07,W3,25,NX-065,내가 마쳐야 다른 사람이 이어갈 수 있을 때,상대가 기다리기 전에 필요한 부분을 넘긴다.,SM,SM-RL,HIGH,SINGLE_RESPONSE,CONDITIONAL_MAIN,CONDITIONAL_TRAIT_EVIDENCE,사전 전달,,,,,,
m04-core-expert-kit.v0.1,R07,W3,26,NX-051,익숙한 사람들과 대화가 이어질 때,기운이 점점 살아난다.,SE,SE-RE,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,교류 중 활성화,,,,,,
m04-core-expert-kit.v0.1,R07,W3,27,NX-103,사소한 일이 꼬여 감정이 올라온 뒤,한동안 다른 일을 할 때도 불편한 감정이 이어진다.,ER,ER-IR,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,정서 carryover,,,,,,
m04-core-expert-kit.v0.1,R07,W3,28,NX-082,함께 있던 사람이 평소보다 지쳐 보일 때,상대가 먼저 말을 꺼내면 그때 이야기를 듣는다.,RO,RO-EC,LOW,ENACTED_RESPONSE,PROCESS_PROFILE_MODIFIER,PROFILE_MODIFIER,ENACTED_RESPONSE,,,,,,
m04-core-expert-kit.v0.1,R07,W3,29,NX-111,해야 하지만 당장 재미나 보상이 적은 일을 할 때,한 번에 많이 하지 못해도 조금씩 이어간다.,SM,SM-EP,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,낮은 보상에서 지속,,,,,,
m04-core-expert-kit.v0.1,R07,W3,30,NX-117,영상이나 사진의 한 장면을 볼 때,그 인상은 짧게 지나간다.,OE,OE-AE,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,표현물 인상 짧은 관여,,,,,,
m04-core-expert-kit.v0.1,R07,W3,31,NX-129,며칠 쉬었다가 다시 이어야 하는 일이 있을 때,어디서부터 다시 할지 확인하고 재개한다.,SM,SM-EP,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,다음 행동 확인·재개,,,,,,
m04-core-expert-kit.v0.1,R07,W3,32,NX-125,여럿이 가벼운 활동을 한동안 함께할 때,시간이 지날수록 기운이 줄어든다.,SE,SE-RE,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,공동 활동 중 소모,,,,,,
m04-core-expert-kit.v0.1,R07,W3,33,NX-017,가깝지는 않은 사람이 힘든 일을 꺼낼 때,그 사람이 느낀 마음보다 일어난 일이 먼저 궁금해진다.,RO,RO-EC,LOW,REPORTED_FIRST_ORIENTATION,CORE_BASELINE,CORE_TRAIT_EVIDENCE,REPORTED_FIRST_ORIENTATION,,,,,,
m04-core-expert-kit.v0.1,R07,W3,34,NX-036,여럿의 일정을 맞출 때,내가 가능한 시간을 먼저 알린다.,SE,SE-AI,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,조율 정보 선행 제시,,,,,,
m04-core-expert-kit.v0.1,R07,W3,35,NX-016,상대의 실수 때문에 함께한 일에 문제가 생겼을 때,고쳐야 할 행동을 중심으로 말한다.,RO,RO-RN,HIGH,ENACTED_RESPONSE,PRIVATE_DETAIL_RESEARCH,CORE_TRAIT_EVIDENCE,ENACTED_RESPONSE,,,,,,
m04-core-expert-kit.v0.1,R07,W3,36,NX-069,상대의 답이나 반응이 늦어질 때,답이 오기 전까지 한 가지 좋지 않은 이유에 오래 머물지 않는다.,ER,ER-WD,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,짧은 부정 추측,,,,,,
m04-core-expert-kit.v0.1,R07,W3,37,NX-092,이야기의 다음 내용을 알기 전,지금까지 나온 이야기만 되짚어보며 기다린다.,OE,OE-CI,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,현재 서사에 머무는 관여,,,,,,
m04-core-expert-kit.v0.1,R07,W3,38,NX-027,미뤄도 당장 문제없는 할 일이 생겼을 때,해야 할 때가 가까워지기 전에 첫 행동을 시작한다.,SM,SM-EP,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,마감 전 착수,,,,,,
m04-core-expert-kit.v0.1,R07,W3,39,NX-122,나중에 다시 쓸 자료를 보관할 때,지금 쓰는 곳과 가까운 곳에 둔다.,SM,SM-OS,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,현재 사용 위치 기반 보관,,,,,,
m04-core-expert-kit.v0.1,R07,W3,40,NX-048,하늘이나 나무 같은 일상 풍경을 볼 때,색과 분위기가 주는 인상에 눈길이 간다.,OE,OE-AE,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,환경 인상 관심,,,,,,
m04-core-expert-kit.v0.1,R07,W3,41,NX-123,끝내기까지 작은 마무리만 남았을 때,다른 일로 넘어가기 전에 남은 부분을 마친다.,SM,SM-EP,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,실행 가능한 완료,,,,,,
m04-core-expert-kit.v0.1,R07,W3,42,NX-026,여럿이 모였지만 대화가 시작되지 않았을 때,내가 먼저 이야기할 주제를 꺼낸다.,SE,SE-AI,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,대화 시작,,,,,,
m04-core-expert-kit.v0.1,R07,W3,43,NX-106,가보지 않은 공간에 대한 설명을 접할 때,설명된 내용까지만 생각하고 넘어간다.,OE,OE-CI,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,설명 범위에서 사고 종료,,,,,,
m04-core-expert-kit.v0.1,R07,W3,44,NX-131,가벼운 주제에서 의견이 엇갈릴 때,내 생각을 먼저 말한다.,SE,SE-AI,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,다른 의견 선행 표현,,,,,,
m04-core-expert-kit.v0.1,R07,W3,45,NX-087,상대의 말이 끝난 뒤 해결 방법이 떠올랐을 때,떠오른 해결 방법부터 말한다.,RO,RO-EC,LOW,ENACTED_RESPONSE,PROCESS_PROFILE_MODIFIER,RESEARCH_ONLY,ENACTED_RESPONSE,,,,,,
m04-core-expert-kit.v0.1,R07,W3,46,NX-144,내 제안을 충분히 설명한 뒤 상대가 원하지 않는다고 말했을 때,그 선택을 그대로 둔다.,RO,RO-RN,HIGH,ENACTED_RESPONSE,PRIVATE_DETAIL_RESEARCH,CORE_TRAIT_EVIDENCE,ENACTED_RESPONSE,,,,,,
m04-core-expert-kit.v0.1,R07,W3,47,NX-058,함께 준비한 일이 잘 풀리지 않았을 때,처음에는 함께한 사람들의 마음에 주의가 간다.,RO,RO-EC,HIGH,REPORTED_FIRST_ORIENTATION,CORE_BASELINE,CORE_TRAIT_EVIDENCE,REPORTED_FIRST_ORIENTATION,,,,,,
m04-core-expert-kit.v0.1,R07,W3,48,NX-100,하던 중 예상하지 못한 작은 문제가 생겼을 때,문제를 확인하는 동안 감정 변화는 크지 않다.,ER,ER-IR,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,확인 중 낮은 동요,,,,,,
m04-core-expert-kit.v0.1,R07,W3,49,NX-149,해야 할 일이 평소보다 조금 늘었을 때,일이 늘어도 걱정이 오래 이어지지는 않는다.,ER,ER-WD,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,짧은 부담 걱정,,,,,,
m04-core-expert-kit.v0.1,R07,W3,50,NX-009,평범한 일상 장면을 보고 있을 때,보이는 장면만 살펴보고 그대로 지나간다.,OE,OE-CI,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,현재 장면에 머무는 관여,,,,,,
