protocol_version,reviewer_slot,wave_id,sequence_in_wave,opaque_item_id,context_label,prompt_text,target_domain,target_facet,keyed_direction,response_layer,evidence_role,score_role,intended_response_process,target_relevance_rating_1_4,key_direction_fit_rating_1_4,coverage_contribution_rating,adjacent_separation_rating_1_4,recommendation,final_rationale
m04-core-expert-kit.v0.1,R02,W2,1,NX-099,다른 사람에게 해주기로 한 일이 있을 때,잊지 않도록 내가 확인할 방법을 마련한다.,SM,SM-RL,HIGH,SINGLE_RESPONSE,CONDITIONAL_MAIN,CONDITIONAL_TRAIT_EVIDENCE,자발적 기억 보조,3,4,SOME,2,COPY_REVISE,약속을 잊지 않도록 장치를 마련하는 행동은 책임 이행을 돕지만 기억력 보완과 정리 습관의 영향도 크다. 확인 방법보다 약속의 진행 상태를 스스로 점검하는 반응으로 다듬는 편이 정확하다.
m04-core-expert-kit.v0.1,R02,W2,2,NX-010,상대의 실수 때문에 함께한 일에 문제가 생겼을 때,그 사람의 태도나 성격까지 함께 말한다.,RO,RO-RN,LOW,ENACTED_RESPONSE,PRIVATE_DETAIL_RESEARCH,CORE_TRAIT_EVIDENCE,ENACTED_RESPONSE,3,4,SOME,2,HOLD,행동 문제를 사람 전체의 평가로 넓히는 반응은 낮은 상대 존중과 관련되지만 분노 반응과 강한 바람직성도 섞인다. 비공개 연구용 실제 반응을 핵심 점수에 넣는 역할 충돌을 검증하기 전에는 보류해야 한다.
m04-core-expert-kit.v0.1,R02,W2,3,NX-075,결과가 아직 정해지지 않은 일을 기다릴 때,잘못될 가능성이 여러 번 떠오른다.,ER,ER-WD,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,반복 걱정,4,4,IMPORTANT,4,KEEP,결과를 모르는 대기 상황에서 부정적 가능성이 반복되는 생각을 직접 묻는다. 높은 걱정 지속의 핵심 반응이 명확하고 즉각적인 감정 강도와도 잘 구분된다.
m04-core-expert-kit.v0.1,R02,W2,4,NX-034,의견 충돌이 길어져 답답해졌을 때,상대 자체와 지금 의견의 문제는 다르다는 생각이 든다.,RO,RO-RN,HIGH,REPORTED_FIRST_ORIENTATION,PRIVATE_DETAIL_RESEARCH,PROFILE_MODIFIER,REPORTED_FIRST_ORIENTATION,4,4,SOME,4,KEEP,갈등이 길어진 상황에서도 사람과 의견을 분리하는 첫 생각이 높은 상대 존중 방향을 잘 드러낸다. 실제 행동과 분리된 비공개 상세 프로필 신호로 해석하기에 적절하다.
m04-core-expert-kit.v0.1,R02,W2,5,NX-126,해야 하지만 당장 재미나 보상이 적은 일을 할 때,그날의 관심이나 기운에 따라 이어가는 정도가 달라진다.,SM,SM-EP,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,상태 의존 지속,4,4,IMPORTANT,4,KEEP,보상이 적은 과업의 지속 정도가 당일 상태에 따라 달라지는지를 쉽게 묻는다. 낮은 지속 완결성의 핵심 반응을 포착하며 구조화나 책임 이행과도 구분된다.
m04-core-expert-kit.v0.1,R02,W2,6,NX-046,다른 사람과 정한 내용이 여러 가지일 때,내가 맡은 내용과 시점을 다시 확인한다.,SM,SM-RL,HIGH,SINGLE_RESPONSE,CONDITIONAL_MAIN,CONDITIONAL_TRAIT_EVIDENCE,합의 재확인,3,4,SOME,2,COPY_REVISE,공동 합의를 재확인하는 행동은 책임 이행에 기여하지만 역할과 시점 두 정보를 동시에 묻고 정리 습관도 반영한다. 내가 맡은 약속을 재확인하는 한 행동으로 좁혀야 한다.
m04-core-expert-kit.v0.1,R02,W2,7,NX-056,미뤄도 당장 문제없는 할 일이 생겼을 때,해야 할 때가 가까워져야 첫 행동을 시작한다.,SM,SM-EP,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,마감 계기 착수,4,4,IMPORTANT,4,COPY_REVISE,마감이 가까워진 뒤에야 시작하는 반응은 낮은 실행 지속 방향을 잘 보여준다. 가까워져야의 기준을 일상적인 시점 표현으로 바꾸면 응답자별 해석 차이를 줄일 수 있다.
m04-core-expert-kit.v0.1,R02,W2,8,NX-138,대화 중 전에 들었던 것과 비슷한 설명이 나왔을 때,예전에 들은 내용과 어떻게 연결되는지 생각해본다.,OE,OE-IE,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,정보 연결 탐색,2,3,SOME,1,CONSTRUCT_REWRITE,과거 설명과 연결하는 반응은 지적 탐색보다 기억력과 연상 능력에 크게 좌우된다. 핵심 증거로 쓰려면 새로운 설명의 이유나 근거를 더 알아보는 행동으로 다시 구성해야 한다.
m04-core-expert-kit.v0.1,R02,W2,9,NX-113,처음 만난 사람들과 가볍게 이야기할 때,대화 흐름에 함께할수록 기운이 붙는다.,SE,SE-RE,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,새 교류 중 활성화,4,4,IMPORTANT,4,KEEP,처음 만난 사람과의 가벼운 대화가 이어질수록 에너지가 높아지는 경험을 묻는다. 높은 관계 에너지의 핵심 증거이며 친숙도 조건을 넓히는 데도 기여한다.
m04-core-expert-kit.v0.1,R02,W2,10,NX-047,누군가 속상한 일과 해결할 문제를 함께 이야기할 때,원인과 해결할 부분이 먼저 눈에 들어온다.,RO,RO-EC,LOW,REPORTED_FIRST_ORIENTATION,CORE_BASELINE,CORE_TRAIT_EVIDENCE,REPORTED_FIRST_ORIENTATION,4,4,IMPORTANT,4,KEEP,감정과 해결 문제가 함께 있는 상황에서 원인과 해결에 먼저 주의가 가는 내적 반응을 묻는다. 낮은 감정 우선 방향이 분명하고 실제 행동과 분리된 핵심 증거로 적절하다.
