protocol_version,reviewer_slot,wave_id,sequence_in_wave,opaque_item_id,context_label,prompt_text,target_domain,target_facet,keyed_direction,response_layer,evidence_role,score_role,intended_response_process,target_relevance_rating_1_4,key_direction_fit_rating_1_4,coverage_contribution_rating,adjacent_separation_rating_1_4,recommendation,final_rationale
m04-core-expert-kit.v0.1,R03,W2,1,NX-035,대화 중 전에 들었던 것과 비슷한 설명이 나왔을 때,지금 들은 설명에만 관심을 둔다.,OE,OE-IE,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,현재 정보에만 관여,2,3,SOME,1,CONSTRUCT_REWRITE,현재 정보만 보는 반응은 OE-IE 저방향과 약하게 연결되지만 과거 설명의 기억력과 현재 대화 집중을 더 크게 반영한다. 추가 이유나 배경을 찾지 않는 행동으로 다시 써야 모바일에서 바로 구분된다.
m04-core-expert-kit.v0.1,R03,W2,2,NX-121,함께하는 방식에 작은 조정이 필요할 때,상대가 물어본 뒤 필요한 부분을 말한다.,SE,SE-AI,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,질문 후 필요 표현,4,4,IMPORTANT,4,KEEP,상대가 물은 뒤 의견을 표현하는 SE-AI 저방향 순서가 분명하다. 조정 경험이 적을 수 있어도 문장이 짧고 행동이 단일해 핵심 문항으로 적합하다.
m04-core-expert-kit.v0.1,R03,W2,3,NX-081,사소한 일이 꼬여 감정이 올라온 뒤,다음 일을 할 때는 감정의 크기가 줄어든다.,ER,ER-IR,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,짧은 carryover,4,4,IMPORTANT,3,COPY_REVISE,다음 활동까지 감정이 덜 이어지는 ER-IR 저방향을 잘 담는다. 다음 일을 할 때의 시간 간격이 달라질 수 있어 잠시 뒤 다른 일을 시작할 때처럼 기준을 좁히면 응답이 안정된다.
m04-core-expert-kit.v0.1,R03,W2,4,NX-114,해야 할 일이 평소보다 조금 늘었을 때,다 해내지 못할 것 같다는 생각이 계속 이어진다.,ER,ER-WD,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,감당 걱정 지속,4,4,IMPORTANT,4,KEEP,작은 과업 증가에도 감당 걱정이 지속되는 ER-WD 고방향을 직접 묻는다. 일상적이고 한 번 읽어 이해되므로 바람직성 영향에도 핵심 근거로 유지할 수 있다.
m04-core-expert-kit.v0.1,R03,W2,5,NX-073,관심 있는 주제로 대화가 길어질 때,기운이 계속 이어진다.,SE,SE-RE,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,지속 교류 활력,3,4,SOME,2,COPY_REVISE,대화 중 활력이 이어지는 SE-RE 고방향은 맞지만 관심 주제 자체가 에너지를 높이는 강한 조건이다. 주제 제한을 빼고 교류 효과만 남겨야 인접 흥미 성향과 분리된다.
m04-core-expert-kit.v0.1,R03,W2,6,NX-101,맡은 일을 약속한 때까지 마치기 어려워졌을 때,약속한 때가 오기 전에 상황을 알리고 다시 맞춘다.,SM,SM-RL,HIGH,SINGLE_RESPONSE,CONDITIONAL_MAIN,CONDITIONAL_TRAIT_EVIDENCE,조기 재조율,4,4,IMPORTANT,4,KEEP,기한 이행이 어려울 때 미리 알리고 다시 합의하는 SM-RL 고방향이 명확하다. 경험 기회 차이는 있으나 조건부 핵심 근거로 행동과 시점이 매우 좋다.
m04-core-expert-kit.v0.1,R03,W2,7,NX-009,평범한 일상 장면을 보고 있을 때,보이는 장면만 살펴보고 그대로 지나간다.,OE,OE-CI,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,현재 장면에 머무는 관여,3,3,SOME,2,COPY_REVISE,현재 장면 밖을 확장하지 않는 OE-CI 저방향 의도는 보인다. 보이는 장면을 살펴본다는 표현이 OE-AE 관심과 겹치므로 앞뒤나 다른 가능성을 떠올리지 않는다고 직접 써야 한다.
m04-core-expert-kit.v0.1,R03,W2,8,NX-058,함께 준비한 일이 잘 풀리지 않았을 때,처음에는 함께한 사람들의 마음에 주의가 간다.,RO,RO-EC,HIGH,REPORTED_FIRST_ORIENTATION,CORE_BASELINE,CORE_TRAIT_EVIDENCE,REPORTED_FIRST_ORIENTATION,4,4,IMPORTANT,4,KEEP,문제 지점보다 함께한 사람들의 마음을 먼저 보는 RO-EC 고방향이 선명하다. 경험이 다소 적고 좋아 보이는 답이어도 핵심 첫 방향 근거로 이해가 쉽다.
m04-core-expert-kit.v0.1,R03,W2,9,NX-010,상대의 실수 때문에 함께한 일에 문제가 생겼을 때,그 사람의 태도나 성격까지 함께 말한다.,RO,RO-RN,LOW,ENACTED_RESPONSE,PRIVATE_DETAIL_RESEARCH,CORE_TRAIT_EVIDENCE,ENACTED_RESPONSE,4,4,SOME,4,HOLD,행동 문제를 사람 전체로 확장하는 RO-RN 저방향 실제 반응은 정확하다. 공격적으로 보여 축소 응답 위험이 크므로 비공개 연구 근거로 유지하되 사회적 바람직성 결과를 보고 채점 여부를 결정해야 한다.
m04-core-expert-kit.v0.1,R03,W2,10,NX-087,상대의 말이 끝난 뒤 해결 방법이 떠올랐을 때,떠오른 해결 방법부터 말한다.,RO,RO-EC,LOW,ENACTED_RESPONSE,PROCESS_PROFILE_MODIFIER,RESEARCH_ONLY,ENACTED_RESPONSE,2,3,SOME,1,CONSTRUCT_REWRITE,상대가 속상한지와 마음 반응이 없어 RO-EC보다 해결안을 먼저 표현하는 SE-AI 행동을 함께 묻는다. 연구용이라도 마음과 해결이 동시에 있는 장면으로 다시 써야 과정 차이를 해석할 수 있다.
m04-core-expert-kit.v0.1,R03,W2,11,NX-139,여럿이 가벼운 활동을 함께할 때,그 흐름에 들어가면 기운이 살아난다.,SE,SE-RE,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,공동 활동 중 활성화,4,4,IMPORTANT,4,KEEP,공동 활동에 들어간 뒤 에너지가 살아나는 SE-RE 고방향을 직접 묻는다. 장면과 변화가 짧고 보편적이라 모바일 핵심 문항으로 적합하다.
