protocol_version,reviewer_slot,wave_id,sequence_in_wave,opaque_item_id,context_label,prompt_text,target_domain,target_facet,keyed_direction,response_layer,evidence_role,score_role,intended_response_process,target_relevance_rating_1_4,key_direction_fit_rating_1_4,coverage_contribution_rating,adjacent_separation_rating_1_4,recommendation,final_rationale
m04-core-expert-kit.v0.1,R06,W1,1,NX-147,내가 한 것을 다른 사람이 확인할 예정일 때,해야 할 행동의 시작 시점은 크게 달라지지 않는다.,ER,ER-WD,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,평가 영향이 적은 착수,4,4,SOME,3,COPY_REVISE,ER-WD 낮은 방향은 맞지만 시작 시점은 실행 여건과 SM-EP도 반영한다. 크게를 빼고 걱정이나 평가 우려가 착수를 늦추지 않는다고 명시하면 핵심 증거의 분리가 좋아진다.
m04-core-expert-kit.v0.1,R06,W1,2,NX-027,미뤄도 당장 문제없는 할 일이 생겼을 때,해야 할 때가 가까워지기 전에 첫 행동을 시작한다.,SM,SM-EP,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,마감 전 착수,4,4,IMPORTANT,4,KEEP,마감 전 실제 착수를 직접 묻고 특정 교육이나 직업 경험을 요구하지 않는다. 부지런함의 사회적 바람직성은 있으나 일상 행동이라 핵심 증거로 유지할 수 있다.
m04-core-expert-kit.v0.1,R06,W1,3,NX-050,공동 활동의 다음 순서가 정해지지 않았을 때,진행할 방법을 먼저 제안한다.,SE,SE-AI,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,과정 제안 시작,4,4,SOME,3,COPY_REVISE,SE-AI의 선행 제안은 맞지만 공동 활동의 위계와 연령 규범이 발화를 제약할 수 있다. 비슷한 입장의 사람들 조건을 넣어 문화 역할 효과를 줄여야 한다.
m04-core-expert-kit.v0.1,R06,W1,4,NX-033,금방 끝낼 수 있는 부탁을 들어주기로 했을 때,다시 생각났을 때 처리한다.,SM,SM-RL,LOW,SINGLE_RESPONSE,CONDITIONAL_MAIN,CONDITIONAL_TRAIT_EVIDENCE,자연 회상 기반 이행,2,3,SOME,1,CONSTRUCT_REWRITE,SM-RL보다 다시 생각나는 기억 능력이 응답을 지배한다. 조건부 증거라도 기억 저하나 ADHD 사용자를 낮은 이행으로 오인할 수 있어 자발적 확인 행동으로 다시 써야 한다.
m04-core-expert-kit.v0.1,R06,W1,5,NX-038,이야기의 다음 내용을 알기 전,이어질 장면을 머릿속으로 떠올려본다.,OE,OE-CI,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,자발적 후속 장면 생성,4,4,IMPORTANT,2,COPY_REVISE,OE-CI의 후속 가능성 생성은 잘 맞지만 머릿속 장면은 시각 심상 능력을 요구한다. 말이나 개념으로 상상하는 사용자도 답할 수 있게 이어질 일을 생각한다고 바꿔야 한다.
m04-core-expert-kit.v0.1,R06,W1,6,NX-008,여러 날에 걸쳐 해야 하는 일이 있을 때,중간에 긴 공백이 생기지 않도록 나눠서 이어간다.,SM,SM-EP,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,분산 지속,4,4,IMPORTANT,3,KEEP,여러 날의 일을 나누어 지속하는 행동은 SM-EP와 방향이 명확하다. 시간 통제권 차이는 남지만 과업을 직업이나 학업으로 한정하지 않아 핵심 증거로 사용할 수 있다.
m04-core-expert-kit.v0.1,R06,W1,7,NX-001,해야 할 일이 몇 가지 겹쳐 있을 때,그때 눈에 띄는 일부터 처리한다.,SM,SM-OS,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,현재 단서 기반 처리,3,4,SOME,2,COPY_REVISE,현재 단서 기반 처리라는 낮은 SM-OS 방향은 있으나 눈에 띄는 정도는 주의 특성과 긴급성에 좌우된다. 중요도와 무관한 반복 상황으로 제한해 정리 성향과 주의 효과를 분리해야 한다.
m04-core-expert-kit.v0.1,R06,W1,8,NX-121,함께하는 방식에 작은 조정이 필요할 때,상대가 물어본 뒤 필요한 부분을 말한다.,SE,SE-AI,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,질문 후 필요 표현,4,4,SOME,2,COPY_REVISE,질문 뒤 표현은 SE-AI 낮은 방향과 맞지만 상대의 지위와 예절 규범이 먼저 말할 가능성을 크게 바꾼다. 동등한 관계와 발언 기회가 열린 상황을 명시해야 한다.
m04-core-expert-kit.v0.1,R06,W1,9,NX-123,끝내기까지 작은 마무리만 남았을 때,다른 일로 넘어가기 전에 남은 부분을 마친다.,SM,SM-EP,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,실행 가능한 완료,4,4,SOME,4,KEEP,작은 마무리를 전환 전에 끝내는 행동은 SM-EP와 방향이 직접적이다. 생산성 규범의 바람직성은 있으나 능력이나 접근 전제가 낮다.
m04-core-expert-kit.v0.1,R06,W1,10,NX-003,여러 단계를 거친 일을 마치기 전에,눈에 걸리는 부분이 있을 때 다시 살핀다.,SM,SM-OS,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,단서 기반 확인,2,2,REDUNDANT,1,EXCLUDE,눈에 걸리는 부분을 재검토하는 행동은 SM-OS 낮은 방향보다 품질 확인과 완벽주의 및 시각적 주의에 가깝다. 핵심 증거로 쓰면 정리 성향을 잘못 추론할 가능성이 커 제외가 타당하다.
m04-core-expert-kit.v0.1,R06,W1,11,NX-069,상대의 답이나 반응이 늦어질 때,답이 오기 전까지 한 가지 좋지 않은 이유에 오래 머물지 않는다.,ER,ER-WD,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,짧은 부정 추측,4,4,SOME,3,COPY_REVISE,답 지연 중 부정 추측에 머무는 정도는 ER-WD와 맞는다. 오래와 부정문은 응답 기준을 흔들고 대인 애착이나 임상 불안이 섞일 수 있어 시간 기준을 긍정문으로 고칠 필요가 있다.
m04-core-expert-kit.v0.1,R06,W1,12,NX-094,상대의 말이 끝난 뒤 해결 방법이 떠올랐을 때,상대가 더 말하고 싶은지 확인한 뒤 내 생각을 말한다.,RO,RO-EC,HIGH,ENACTED_RESPONSE,PROCESS_PROFILE_MODIFIER,RESEARCH_ONLY,ENACTED_RESPONSE,4,4,SOME,3,HOLD,상대의 추가 발화를 확인한 뒤 해결책을 말하는 것은 RO-EC 과정에 맞는다. 다만 공감적 대화 규범의 정답성이 매우 높고 문화별 대화 예절 차이가 있어 연구 전용 과정 지표로 편향 검증 후 보류하는 편이 안전하다.
m04-core-expert-kit.v0.1,R06,W1,13,NX-053,결과가 아직 정해지지 않은 일을 기다릴 때,잘못될 가능성을 오래 생각하지 않는다.,ER,ER-WD,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,짧은 걱정 지속,4,4,IMPORTANT,3,COPY_REVISE,불확실한 결과에서 걱정 지속이 짧은 방향은 ER-WD와 직접 맞는다. 오래의 주관적 기준과 임상 불안 오염을 줄이도록 반복 빈도나 행동 방해를 기준으로 수정해야 한다.
m04-core-expert-kit.v0.1,R06,W1,14,NX-058,함께 준비한 일이 잘 풀리지 않았을 때,처음에는 함께한 사람들의 마음에 주의가 간다.,RO,RO-EC,HIGH,REPORTED_FIRST_ORIENTATION,CORE_BASELINE,CORE_TRAIT_EVIDENCE,REPORTED_FIRST_ORIENTATION,4,4,IMPORTANT,3,KEEP,일과 사람 마음이 함께 있는 장면에서 처음 주의를 직접 비교해 RO-EC 범위를 잘 보완한다. 배려의 사회적 바람직성은 있으나 보고된 첫 방향이라 행동 능력 전제는 낮다.
m04-core-expert-kit.v0.1,R06,W1,15,NX-095,처음 들어간 일상 공간을 둘러볼 때,분위기에는 눈길이 짧게 머문다.,OE,OE-AE,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,공간 인상 짧은 관여,4,4,SOME,3,COPY_REVISE,공간 인상에 짧게 관여하는 OE-AE 방향은 맞지만 눈길이라는 표현은 시각 중심이고 짧게의 기준도 모호하다. 감각 방식과 무관하게 분위기에 관심이 머무는 정도로 고쳐야 한다.
m04-core-expert-kit.v0.1,R06,W1,16,NX-144,내 제안을 충분히 설명한 뒤 상대가 원하지 않는다고 말했을 때,그 선택을 그대로 둔다.,RO,RO-RN,HIGH,ENACTED_RESPONSE,PRIVATE_DETAIL_RESEARCH,CORE_TRAIT_EVIDENCE,ENACTED_RESPONSE,4,4,IMPORTANT,3,KEEP,충분히 설명한 뒤 상대 선택을 그대로 두는 행동은 RO-RN의 존중을 직접 보여준다. 사회적 바람직성은 높지만 구체적 행동이고 비공개 상세 역할이 공개 낙인 위험을 낮춘다.
m04-core-expert-kit.v0.1,R06,W1,17,NX-136,일상에서 색과 빛이 어우러진 장면을 볼 때,잠깐 본 뒤 그대로 지나간다.,OE,OE-AE,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,시각 인상 짧은 관여,4,4,SOME,1,COPY_REVISE,색과 빛을 보는 경험은 OE-AE 방향에는 맞지만 시각 장애와 색각 차이 사용자는 trait와 무관하게 답하기 어렵다. 핵심 증거라면 촉각이나 소리도 포함하는 선택 가능한 감각 장면으로 바꿔야 한다.
m04-core-expert-kit.v0.1,R06,W1,18,NX-146,내가 한 일에서 고칠 점을 들었을 때,내용을 듣는 동안 감정의 크기는 크게 달라지지 않는다.,ER,ER-IR,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,피드백 중 낮은 변화,4,4,IMPORTANT,3,KEEP,고칠 점을 듣는 동안 감정 변화가 작은 반응은 ER-IR 낮은 방향에 맞고 표현 억제보다 내적 변화를 묻는다. 침착함의 바람직성은 있으나 일상적 피드백 장면이라 개인정보나 임상 낙인은 낮다.
m04-core-expert-kit.v0.1,R06,W1,19,NX-113,처음 만난 사람들과 가볍게 이야기할 때,대화 흐름에 함께할수록 기운이 붙는다.,SE,SE-RE,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,새 교류 중 활성화,4,4,IMPORTANT,3,KEEP,낯선 사람과 가벼운 대화 중 에너지 증가를 직접 묻어 SE-RE 범위에 기여한다. 사교 능력이나 인기 대신 주관적 기운을 묻기 때문에 인접 분리도 양호하다.
m04-core-expert-kit.v0.1,R06,W1,20,NX-149,해야 할 일이 평소보다 조금 늘었을 때,일이 늘어도 걱정이 오래 이어지지는 않는다.,ER,ER-WD,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,짧은 부담 걱정,4,4,SOME,3,COPY_REVISE,일 증가 뒤 걱정이 오래 가지 않는 것은 ER-WD 낮은 방향이다. 과업 수행 능력과 임상 불안을 섞지 않도록 걱정이 착수나 결정을 방해하는지에 초점을 맞추는 수정이 좋다.
m04-core-expert-kit.v0.1,R06,W1,21,NX-010,상대의 실수 때문에 함께한 일에 문제가 생겼을 때,그 사람의 태도나 성격까지 함께 말한다.,RO,RO-RN,LOW,ENACTED_RESPONSE,PRIVATE_DETAIL_RESEARCH,CORE_TRAIT_EVIDENCE,ENACTED_RESPONSE,4,4,IMPORTANT,3,HOLD,실수 행동을 사람의 성격까지 확대해 말하는 것은 RO-RN 낮은 행동 증거다. 그러나 노골적으로 비난하는 선택지는 강한 도덕적 정답과 자기검열을 불러 비공개라도 편향 자료 확인 전 보류가 필요하다.
