protocol_version,reviewer_slot,wave_id,sequence_in_wave,opaque_item_id,context_label,prompt_text,target_domain,target_facet,keyed_direction,response_layer,evidence_role,score_role,intended_response_process,target_relevance_rating_1_4,key_direction_fit_rating_1_4,coverage_contribution_rating,adjacent_separation_rating_1_4,recommendation,final_rationale
m04-core-expert-kit.v0.1,R05,W1,1,NX-061,다른 사람에게 해주기로 한 일이 있을 때,상대가 다시 말해주면 챙긴다.,SM,SM-RL,LOW,SINGLE_RESPONSE,CONDITIONAL_MAIN,CONDITIONAL_TRAIT_EVIDENCE,상대 알림 기반 이행,3,4,IMPORTANT,3,COPY_REVISE,blind에서 SM-RL LOW로 일치하고 조건부 이행 장면은 중요하다. 다만 상대 알림 이후 행동은 맡은 일 이행보다 기억 실패와 재촉 빈도에 좌우될 수 있어 알림이 있어도 확인하는 습관으로 다듬어야 한다.
m04-core-expert-kit.v0.1,R05,W1,2,NX-150,반복해서 쓰는 물건이나 자료를 둘 때,그때 쓰기 편한 곳에 둔다.,SM,SM-OS,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,현재 편의 기반 위치,3,3,SOME,3,COPY_REVISE,현재 편의 기준은 SM-OS LOW 방향과 대체로 맞는다. 그러나 사용 지점 가까이 두는 것이 오히려 안정된 정리 전략일 수 있어 다시 찾을 기준을 만들지 않는다는 반응을 더 직접적으로 밝혀야 한다.
m04-core-expert-kit.v0.1,R05,W1,3,NX-011,함께 있던 사람이 평소보다 지쳐 보일 때,그 사람이 괜찮은지 자연스럽게 신경이 간다.,RO,RO-EC,HIGH,REPORTED_FIRST_ORIENTATION,CORE_BASELINE,CORE_TRAIT_EVIDENCE,REPORTED_FIRST_ORIENTATION,4,4,IMPORTANT,4,KEEP,blind에서 RO-EC HIGH로 명확히 분류됐다. 관찰 가능한 지침과 마음에 먼저 가는 주의를 묻고 해결 행동이나 공감 능력을 요구하지 않아 핵심 기준선 증거로 적합하다.
m04-core-expert-kit.v0.1,R05,W1,4,NX-025,인터넷에서 같은 주제를 다르게 설명하는 글 두 개를 발견했을 때,각 글이 어떤 근거로 설명하는지 비교해본다.,OE,OE-IE,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,대안 설명 비교,4,4,IMPORTANT,3,COPY_REVISE,대안 설명의 근거를 더 비교하는 OE-IE HIGH 과정은 직접적이며 범위도 중요하다. 다만 온라인 접근과 근거 판별 교육 경험이 반응을 키울 수 있으므로 매체를 넓히고 단순 이해를 넘어 더 알아보는 선택에 초점을 맞춰야 한다.
m04-core-expert-kit.v0.1,R05,W1,5,NX-143,이번 주 안에 할 일이 생겼을 때,언제 할지 대략적인 때를 정해둔다.,SM,SM-OS,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,시점 구조화,4,4,IMPORTANT,3,KEEP,시점을 정해두는 반응은 SM-OS HIGH에 직접 대응한다. 실행 착수와 일부 관련되지만 실제 시작 여부가 아니라 반복 가능한 시간 구조를 묻기 때문에 핵심 기준선 문항으로 유지할 수 있다.
m04-core-expert-kit.v0.1,R05,W1,6,NX-097,여럿의 일정을 맞출 때,다른 사람의 가능 시간을 확인한 뒤 내 시간을 말한다.,SE,SE-AI,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,타인 정보 후 제시,3,4,SOME,2,COPY_REVISE,표현 순서는 SE-AI LOW 방향과 맞지만 blind에서 RO-RN이 강하게 겹쳤다. 일정 조율 예절과 정보 효율 때문에 기다릴 수 있으므로 배려 규범이 적은 선택 상황으로 바꿔 먼저 표현하기를 분리해야 한다.
m04-core-expert-kit.v0.1,R05,W1,7,NX-015,상대의 답이나 반응이 늦어질 때,좋지 않은 이유가 반복해서 떠오른다.,ER,ER-WD,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,부정적 이유 반복,4,4,IMPORTANT,4,KEEP,불확실한 대기에서 부정 가능성이 반복되는 반응은 ER-WD HIGH의 핵심 과정이다. 관계 해석 내용보다 반복성과 지속을 묻고 있어 임상 진단으로 확대하지 않는다면 기준선 증거로 적합하다.
m04-core-expert-kit.v0.1,R05,W1,8,NX-089,가깝지는 않은 사람이 힘든 일에 대한 내 의견을 물을 때,처음에는 그 사람이 어떤 마음이었는지가 궁금해진다.,RO,RO-EC,HIGH,REPORTED_FIRST_ORIENTATION,CORE_BASELINE,CORE_TRAIT_EVIDENCE,REPORTED_FIRST_ORIENTATION,4,4,IMPORTANT,4,KEEP,의견 요청 상황에서도 상대 마음이 먼저 궁금하다는 반응은 RO-EC HIGH의 첫 지향을 명확히 포착한다. 친밀도가 낮은 장면을 포함해 범위를 넓히며 해결 능력과 분리된다.
m04-core-expert-kit.v0.1,R05,W1,9,NX-045,끝내기까지 작은 마무리만 남았을 때,필요해지는 시점까지 남은 부분을 그대로 둔다.,SM,SM-EP,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,필요 시점 기반 완료,4,4,SOME,4,KEEP,작은 마무리를 남겨두는 반응은 SM-EP LOW의 완료 지연을 직접 묻는다. 시간 부족보다 필요 시점 의존성을 제시해 지속과 마무리 범위에 유효한 증거를 더한다.
m04-core-expert-kit.v0.1,R05,W1,10,NX-005,누군가 해결책을 묻지 않고 속상한 일을 이야기할 때,이야기의 원인과 결과가 먼저 궁금해진다.,RO,RO-EC,LOW,REPORTED_FIRST_ORIENTATION,CORE_BASELINE,CORE_TRAIT_EVIDENCE,REPORTED_FIRST_ORIENTATION,4,4,IMPORTANT,4,KEEP,해결책 요청이 없는 장면에서 원인과 결과가 먼저 궁금한 반응은 RO-EC LOW의 첫 지향을 깨끗하게 드러낸다. 문제 해결 능력을 요구하지 않아 기준선 증거로 적합하다.
