protocol_version,reviewer_slot,wave_id,sequence_in_wave,opaque_item_id,context_label,prompt_text,target_domain,target_facet,keyed_direction,response_layer,evidence_role,score_role,intended_response_process,target_relevance_rating_1_4,key_direction_fit_rating_1_4,coverage_contribution_rating,adjacent_separation_rating_1_4,recommendation,final_rationale
m04-core-expert-kit.v0.1,R03,W1,1,NX-144,내 제안을 충분히 설명한 뒤 상대가 원하지 않는다고 말했을 때,그 선택을 그대로 둔다.,RO,RO-RN,HIGH,ENACTED_RESPONSE,PRIVATE_DETAIL_RESEARCH,CORE_TRAIT_EVIDENCE,ENACTED_RESPONSE,4,4,SOME,4,KEEP,상대의 선택 여지를 실제 행동으로 남기는 RO-RN 고방향이 짧고 선명하다. 해당 경험이 적고 존중 답이 좋아 보여도 비공개 상세 근거로는 모바일 응답 부담이 낮다.
m04-core-expert-kit.v0.1,R03,W1,2,NX-039,결과를 확신하기 어려운 선택을 해야 할 때,걱정이 생겨도 필요한 시점에는 결정을 내린다.,ER,ER-WD,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,낮은 행동 방해,4,4,IMPORTANT,3,COPY_REVISE,걱정이 있어도 결정이 지연되지 않는 ER-WD 저방향을 잘 담는다. 다만 걱정과 결정 두 반응 및 필요한 시점이라는 가변 기준이 있어 한 번에 답하도록 기준을 구체화할 필요가 있다.
m04-core-expert-kit.v0.1,R03,W1,3,NX-029,사소한 선택에서 상대와 원하는 것이 다를 때,상대도 원하는 쪽을 선택할 수 있다는 생각이 든다.,RO,RO-RN,HIGH,REPORTED_FIRST_ORIENTATION,PRIVATE_DETAIL_RESEARCH,PROFILE_MODIFIER,REPORTED_FIRST_ORIENTATION,4,4,SOME,3,KEEP,상대의 선택 여지를 처음 생각하는 RO-RN 고방향과 일치한다. 생각의 빈도와 사회적 바람직성 부담은 있으나 짧고 일상적이라 비공개 과정 설명용으로 이해 가능하다.
m04-core-expert-kit.v0.1,R03,W1,4,NX-062,앱이나 서비스에서 처음 보는 이용 규칙을 안내받았을 때,이용에 필요한 방법만 확인한다.,OE,OE-IE,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,적용 방법에서 탐색 종료,4,4,IMPORTANT,4,KEEP,필요한 사용법에서 탐색을 멈추는 OE-IE 저방향이 명확하고 2030 앱 이용 맥락에서 한 번 읽고 답하기 쉽다. 디지털 경험 차이는 있으나 핵심 근거로 사용할 수 있다.
m04-core-expert-kit.v0.1,R03,W1,5,NX-051,익숙한 사람들과 대화가 이어질 때,기운이 점점 살아난다.,SE,SE-RE,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,교류 중 활성화,4,4,IMPORTANT,4,KEEP,익숙한 교류 중 에너지가 살아나는 SE-RE 고방향을 직접 묻는다. 최근 경험을 쉽게 떠올릴 수 있고 짧아 모바일 핵심 문항으로 적합하다.
m04-core-expert-kit.v0.1,R03,W1,6,NX-092,이야기의 다음 내용을 알기 전,지금까지 나온 이야기만 되짚어보며 기다린다.,OE,OE-CI,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,현재 서사에 머무는 관여,3,3,SOME,2,COPY_REVISE,현재 서사에 머무는 OE-CI 저방향 의도는 보인다. 하지만 되짚기는 기억력과 집중 행동을 함께 요구하므로 상상을 더 이어가지 않는 반응만 남겨야 모바일에서 즉시 구분된다.
m04-core-expert-kit.v0.1,R03,W1,7,NX-055,여럿이 간단한 선택을 정할 때,다른 사람이 선택지를 꺼낸 뒤 내 의견을 보탠다.,SE,SE-AI,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,제안 후 의견 추가,4,4,IMPORTANT,4,KEEP,다른 사람의 제안 뒤 의견을 더하는 SE-AI 저방향 행동 순서가 명확하다. 예절로 읽힐 여지는 작고 일상적이라 핵심 문항으로 응답 부담이 낮다.
m04-core-expert-kit.v0.1,R03,W1,8,NX-072,처음 보는 기능이 있는 생활용품을 사용할 때,왜 그런 방식으로 작동하는지 궁금해진다.,OE,OE-IE,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,작동 이유 관심,4,4,IMPORTANT,4,KEEP,사용법을 넘어 작동 이유에 관심이 가는 OE-IE 고방향을 직접 묻는다. 낯선 제품 경험이 아주 잦지는 않아도 장면이 구체적이고 모바일에서 즉시 이해된다.
m04-core-expert-kit.v0.1,R03,W1,9,NX-137,비슷한 일을 반복해서 처리할 때,그때 필요한 순서로 진행한다.,SM,SM-OS,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,상황별 절차,2,2,SOME,2,CONSTRUCT_REWRITE,그때 필요한 순서는 즉흥 대응일 수도 있고 잘 정리된 최적 절차일 수도 있어 SM-OS 저방향이 확정되지 않는다. 한 번 읽고 방향이 갈리지 않도록 매번 순서를 새로 정하는 행동으로 다시 써야 한다.
m04-core-expert-kit.v0.1,R03,W1,10,NX-061,다른 사람에게 해주기로 한 일이 있을 때,상대가 다시 말해주면 챙긴다.,SM,SM-RL,LOW,SINGLE_RESPONSE,CONDITIONAL_MAIN,CONDITIONAL_TRAIT_EVIDENCE,상대 알림 기반 이행,3,4,SOME,2,HOLD,상대 알림 뒤 이행하는 SM-RL 저방향은 맞지만 기억력과 알림 도구 사용이 응답을 크게 좌우한다. 조건부 근거로 잠시 보류하고 같은 성향을 기억 능력 없이 묻는 후보와 비교해야 한다.
