protocol_version,reviewer_slot,wave_id,sequence_in_wave,opaque_item_id,context_label,prompt_text,target_domain,target_facet,keyed_direction,response_layer,evidence_role,score_role,intended_response_process,target_relevance_rating_1_4,key_direction_fit_rating_1_4,coverage_contribution_rating,adjacent_separation_rating_1_4,recommendation,final_rationale
m04-core-expert-kit.v0.1,R03,W3,1,NX-070,하나의 가벼운 가능성이 떠올랐을 때,처음 떠오른 장면만 생각하고 다른 일로 넘어간다.,OE,OE-CI,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,첫 가능성에 머무는 관여,4,4,IMPORTANT,3,KEEP,첫 장면에서 상상 확장을 멈추는 OE-CI 저방향이 명확하고 짧다. 외부 주의 요구의 영향은 있으나 보편적이라 모바일 핵심 문항으로 유지할 수 있다.
m04-core-expert-kit.v0.1,R03,W3,2,NX-131,가벼운 주제에서 의견이 엇갈릴 때,내 생각을 먼저 말한다.,SE,SE-AI,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,다른 의견 선행 표현,4,4,IMPORTANT,4,KEEP,의견이 다를 때 자기 생각을 먼저 표현하는 SE-AI 고방향이 직접적이다. 흔하고 짧아 모바일 핵심 문항으로 응답 부담이 매우 낮다.
m04-core-expert-kit.v0.1,R03,W3,3,NX-071,하던 일을 일상적인 이유로 잠시 멈춘 뒤,다음 기회에 다시 돌아와 이어간다.,SM,SM-EP,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,자발적 복귀,4,4,IMPORTANT,3,KEEP,중단한 일에 돌아와 이어가는 SM-EP 고방향을 직접 묻는다. 다음 기회 유무와 바람직성 영향은 있으나 일상적이고 이해가 쉬워 핵심 근거로 적합하다.
m04-core-expert-kit.v0.1,R03,W3,4,NX-006,영화나 드라마의 중간 장면만 우연히 봤을 때,그 장면 앞뒤에 무슨 일이 있었을지 떠올려본다.,OE,OE-CI,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,장면 전후 서사 생성,4,4,SOME,4,KEEP,주어진 장면 밖 앞뒤 서사를 생성하는 OE-CI 고방향이 선명하다. 우연한 중간 장면 경험은 적을 수 있어도 보조 범위 근거로 이해가 쉽다.
m04-core-expert-kit.v0.1,R03,W3,5,NX-013,가까운 사람이 계획한 일이 뜻대로 되지 않았다고 메시지를 보낼 때,처음에는 어떻게 하면 일이 나아질지가 궁금해진다.,RO,RO-EC,LOW,REPORTED_FIRST_ORIENTATION,CORE_BASELINE,CORE_TRAIT_EVIDENCE,REPORTED_FIRST_ORIENTATION,4,4,IMPORTANT,4,KEEP,상대 마음보다 해결을 먼저 보는 RO-EC 저방향 첫 생각이 분명하다. 관계 경험과 바람직성 영향은 있으나 장면이 구체적이라 핵심 근거로 적합하다.
m04-core-expert-kit.v0.1,R03,W3,6,NX-075,결과가 아직 정해지지 않은 일을 기다릴 때,잘못될 가능성이 여러 번 떠오른다.,ER,ER-WD,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,반복 걱정,4,4,IMPORTANT,4,KEEP,불확실한 결과를 기다리며 부정 가능성이 반복되는 ER-WD 고방향이 직접적이다. 일상적이고 빈도 척도에도 잘 맞아 모바일 핵심 문항으로 적합하다.
m04-core-expert-kit.v0.1,R03,W3,7,NX-146,내가 한 일에서 고칠 점을 들었을 때,내용을 듣는 동안 감정의 크기는 크게 달라지지 않는다.,ER,ER-IR,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,피드백 중 낮은 변화,4,4,IMPORTANT,3,COPY_REVISE,피드백 중 감정 동요가 낮은 ER-IR 저방향은 맞는다. 크게 달라지지 않는다는 비교 기준을 처음보다 커지지 않는다로 바꾸면 모바일에서 더 즉시 답할 수 있다.
m04-core-expert-kit.v0.1,R03,W3,8,NX-028,마음에 드는 장면이나 소리를 접한 뒤,그때의 느낌을 다시 떠올려본다.,OE,OE-AE,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,인상 재관여,4,4,IMPORTANT,4,KEEP,미적 느낌을 다시 떠올려 인상에 재관여하는 OE-AE 고방향이 명확하다. 보편적이고 짧아 모바일 핵심 근거로 쉽게 응답할 수 있다.
m04-core-expert-kit.v0.1,R03,W3,9,NX-095,처음 들어간 일상 공간을 둘러볼 때,분위기에는 눈길이 짧게 머문다.,OE,OE-AE,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,공간 인상 짧은 관여,4,4,IMPORTANT,3,KEEP,공간 분위기에 짧게만 주의하는 OE-AE 저방향이 선명하다. 방문 목적과 동행 영향은 있어도 경험이 보편적이고 응답 부담이 낮다.
m04-core-expert-kit.v0.1,R03,W3,10,NX-119,며칠 쉬었다가 다시 이어야 하는 일이 있을 때,다시 하고 싶은 마음이나 계기가 생길 때 재개한다.,SM,SM-EP,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,내적·외적 계기 재개,4,4,IMPORTANT,3,KEEP,복귀가 내적 마음이나 외부 계기에 의존하는 SM-EP 저방향이 명확하다. 장기 과제 경험 차이는 있으나 한 번 읽고 답할 수 있는 핵심 문항이다.
