protocol_version,reviewer_slot,wave_id,sequence_in_wave,opaque_item_id,context_label,prompt_text,target_domain,target_facet,keyed_direction,response_layer,evidence_role,score_role,intended_response_process,target_relevance_rating_1_4,key_direction_fit_rating_1_4,coverage_contribution_rating,adjacent_separation_rating_1_4,recommendation,final_rationale
m04-core-expert-kit.v0.1,R01,W3,1,NX-120,사람들과 부담 없이 시간을 보낸 뒤,기운이 살아난 느낌이 든다.,SE,SE-RE,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,교류 후 활성 상태,4,4,SOME,4,KEEP,부담 없는 교류 뒤 에너지가 살아난 높은 방향을 간결하고 직접적으로 묻는다.
m04-core-expert-kit.v0.1,R01,W3,2,NX-059,여러 단계를 거친 일을 마치기 전에,빠뜨린 부분이 없는지 정해둔 순서로 살핀다.,SM,SM-OS,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,순서 기반 확인,4,4,SOME,3,KEEP,정해둔 순서에 따라 누락을 확인하는 높은 구조화 반응이 분명하며 단순 완벽주의와도 대체로 분리된다.
m04-core-expert-kit.v0.1,R01,W3,3,NX-049,하던 중 예상하지 못한 작은 문제가 생겼을 때,불편한 감정이 한꺼번에 올라온다.,ER,ER-IR,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,즉각 동요,4,4,SOME,4,KEEP,작은 예상 밖 문제에서 불편감이 즉시 커지는 높은 감정 동요를 직접 묻는다.
m04-core-expert-kit.v0.1,R01,W3,4,NX-066,이번 주 안에 할 일이 생겼을 때,할 수 있는 때가 생기면 시작한다.,SM,SM-OS,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,기회 기반 시점,2,2,SOME,2,CONSTRUCT_REWRITE,가능한 때에 시작하는 것은 유연하게 계획한 행동일 수도 있어 낮은 정리와 계획을 안정적으로 나타내지 않는다.
m04-core-expert-kit.v0.1,R01,W3,5,NX-022,일상에서 음악을 들을 때,그 인상에 머무는 시간은 짧다.,OE,OE-AE,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,청각 인상 짧은 관여,4,4,SOME,4,KEEP,음악의 인상에 머무는 시간이 짧다는 낮은 미적 경험 방향이 명확하다.
m04-core-expert-kit.v0.1,R01,W3,6,NX-023,궁금했던 질문의 답을 찾았을 때,그 답이 나온 이유나 배경까지 더 알아본다.,OE,OE-IE,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,필요 범위 너머 탐색,4,4,SOME,4,KEEP,답을 얻은 뒤에도 이유와 배경까지 더 탐색하는 높은 지적 탐구를 직접 묻는다.
m04-core-expert-kit.v0.1,R01,W3,7,NX-084,내 제안을 충분히 설명한 뒤 상대가 원하지 않는다고 말했을 때,결정을 바꿀 다른 설득 방법이 떠오른다.,RO,RO-RN,LOW,REPORTED_FIRST_ORIENTATION,PRIVATE_DETAIL_RESEARCH,PROFILE_MODIFIER,REPORTED_FIRST_ORIENTATION,4,4,SOME,3,KEEP,명시적 거절 뒤 다른 설득법이 먼저 떠오르는 낮은 선택 존중 방향을 비공개 상세 수준에서 잘 포착한다.
m04-core-expert-kit.v0.1,R01,W3,8,NX-087,상대의 말이 끝난 뒤 해결 방법이 떠올랐을 때,떠오른 해결 방법부터 말한다.,RO,RO-EC,LOW,ENACTED_RESPONSE,PROCESS_PROFILE_MODIFIER,RESEARCH_ONLY,ENACTED_RESPONSE,3,4,IMPORTANT,2,COPY_REVISE,해결책을 먼저 말하는 낮은 실행 방향은 맞지만 대화 습관과 존중 행동이 함께 작용하므로 연구용 과정 신호가 적절하다.
m04-core-expert-kit.v0.1,R01,W3,9,NX-029,사소한 선택에서 상대와 원하는 것이 다를 때,상대도 원하는 쪽을 선택할 수 있다는 생각이 든다.,RO,RO-RN,HIGH,REPORTED_FIRST_ORIENTATION,PRIVATE_DETAIL_RESEARCH,PROFILE_MODIFIER,REPORTED_FIRST_ORIENTATION,3,4,SOME,2,COPY_REVISE,상대 선택을 떠올리는 높은 방향은 맞지만 실제로 선택 여지를 남기는 행동까지 이어지는지는 알기 어렵다.
m04-core-expert-kit.v0.1,R01,W3,10,NX-062,앱이나 서비스에서 처음 보는 이용 규칙을 안내받았을 때,이용에 필요한 방법만 확인한다.,OE,OE-IE,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,적용 방법에서 탐색 종료,4,4,SOME,4,KEEP,실제 이용에 필요한 방법을 확인한 지점에서 탐색을 끝내는 낮은 지적 탐구가 직접적이다.
m04-core-expert-kit.v0.1,R01,W3,11,NX-052,비슷한 일을 반복해서 처리할 때,다음에도 따를 수 있는 순서를 만들어둔다.,SM,SM-OS,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,반복 절차 생성,4,4,IMPORTANT,4,KEEP,다음에도 반복할 수 있는 절차를 만드는 높은 정리와 계획을 가장 직접적으로 묻는다.
m04-core-expert-kit.v0.1,R01,W3,12,NX-114,해야 할 일이 평소보다 조금 늘었을 때,다 해내지 못할 것 같다는 생각이 계속 이어진다.,ER,ER-WD,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,감당 걱정 지속,3,4,SOME,2,COPY_REVISE,감당 걱정의 지속은 높은 방향과 맞지만 실제 업무량과 시간 및 현재 불안 상태의 영향을 줄이도록 조건을 더 통제해야 한다.
m04-core-expert-kit.v0.1,R01,W3,13,NX-011,함께 있던 사람이 평소보다 지쳐 보일 때,그 사람이 괜찮은지 자연스럽게 신경이 간다.,RO,RO-EC,HIGH,REPORTED_FIRST_ORIENTATION,CORE_BASELINE,CORE_TRAIT_EVIDENCE,REPORTED_FIRST_ORIENTATION,2,3,SOME,2,CONSTRUCT_REWRITE,상대에 대한 일반적 관심은 측정하지만 마음과 해결 문제 중 무엇이 먼저 보이는지 대비하지 않아 목표 구성개념 범위가 넓다.
m04-core-expert-kit.v0.1,R01,W3,14,NX-057,영화나 드라마의 중간 장면만 우연히 봤을 때,그 장면만 보고 앞뒤 이야기는 따로 떠올려보지 않는다.,OE,OE-CI,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,전후 서사를 따로 생성하지 않음,4,4,SOME,4,KEEP,제시되지 않은 앞뒤 서사를 생성하지 않는 낮은 상상 확장 방향을 명확하게 묻는다.
m04-core-expert-kit.v0.1,R01,W3,15,NX-034,의견 충돌이 길어져 답답해졌을 때,상대 자체와 지금 의견의 문제는 다르다는 생각이 든다.,RO,RO-RN,HIGH,REPORTED_FIRST_ORIENTATION,PRIVATE_DETAIL_RESEARCH,PROFILE_MODIFIER,REPORTED_FIRST_ORIENTATION,4,4,SOME,3,KEEP,답답한 갈등 속에서도 사람과 의견 문제를 분리하는 높은 존중 방향을 보고된 첫 생각 수준에서 잘 측정한다.
m04-core-expert-kit.v0.1,R01,W3,16,NX-083,하늘이나 나무 같은 일상 풍경을 볼 때,잠시 본 뒤 하던 일로 관심이 돌아간다.,OE,OE-AE,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,환경 인상 짧은 관여,4,4,SOME,4,KEEP,일상 풍경의 인상에 짧게 관여한 뒤 관심이 돌아가는 낮은 미적 경험 방향이 직접적이다.
m04-core-expert-kit.v0.1,R01,W3,17,NX-019,함께하는 방식에 작은 조정이 필요할 때,바꾸고 싶은 부분을 먼저 말한다.,SE,SE-AI,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,조정 필요 선행 표현,4,4,SOME,4,KEEP,필요한 조정을 먼저 밖으로 말하는 높은 먼저 표현하기 방향이 분명하다.
m04-core-expert-kit.v0.1,R01,W3,18,NX-134,하던 일을 일상적인 이유로 잠시 멈춘 뒤,다시 시작할 계기가 생길 때까지 그대로 둔다.,SM,SM-EP,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,계기 의존 복귀,4,4,SOME,4,KEEP,중단 뒤 스스로 복귀하지 않고 계기를 기다리는 낮은 실행 지속 방향이 직접적이다.
m04-core-expert-kit.v0.1,R01,W3,19,NX-008,여러 날에 걸쳐 해야 하는 일이 있을 때,중간에 긴 공백이 생기지 않도록 나눠서 이어간다.,SM,SM-EP,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,분산 지속,3,4,SOME,3,KEEP,여러 날 동안 공백 없이 이어가는 높은 지속성은 맞으며 작업 일정 구조화와의 겹침도 수용 가능한 수준이다.
m04-core-expert-kit.v0.1,R01,W3,20,NX-140,현실과 다른 가벼운 가정을 접할 때,그 안에서 일어날 장면을 이어서 떠올린다.,OE,OE-CI,HIGH,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,비위협 가정의 전개 확장,4,4,SOME,4,KEEP,현실과 다른 가정 안에서 후속 장면을 생성하는 높은 상상 확장을 직접 묻는다.
m04-core-expert-kit.v0.1,R01,W3,21,NX-021,여럿이 모였지만 대화가 시작되지 않았을 때,다른 사람이 대화를 시작한 뒤 참여한다.,SE,SE-AI,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,시작 후 참여,4,4,SOME,4,KEEP,다른 사람이 시작한 뒤 참여하는 낮은 먼저 표현하기 반응을 대화 장면에서 명확히 묻는다.
m04-core-expert-kit.v0.1,R01,W3,22,NX-055,여럿이 간단한 선택을 정할 때,다른 사람이 선택지를 꺼낸 뒤 내 의견을 보탠다.,SE,SE-AI,LOW,SINGLE_RESPONSE,CORE_BASELINE,CORE_TRAIT_EVIDENCE,제안 후 의견 추가,4,4,SOME,4,KEEP,선택지를 먼저 꺼내지 않고 제안 뒤 의견을 더하는 낮은 방향이 직접적이다.
