protocol_version,packet_version,reviewer_id,reviewer_role,wave_id,sequence_in_wave,claim_id,claim_kind,canonical_section,priority,contexts,evidence_status,publication_state,privacy_scope,required_signals,content_key,source_block_ref,source_section_title,source_excerpt,external_evidence,internal_evidence,review_reason,decision,construct_fit_rating_1_4,evidence_fit_rating_1_4,inference_scope_rating_1_4,language_safety_rating_1_4,risk_flags,required_revision,rationale,reviewer_confidence,conflict_of_interest
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,personality_psychology,W2,1,ENAKQ.interaction.NK,interaction_hypothesis,code_interactions,high,general,HOLD,research_only,comparison_safe,domain_scores;facet_scores,trait-map.enakq.interaction.nk,ENAKQ-P4-03,다섯 경향이 함께 나타날 때,"N과 K가 함께 나타나면 새로운 가능성을 살펴보면서도 시작한 흐름을 이어가려는 모습이 보일 수 있어요. 여행을 준비할 때 익숙한 장소만 고르기보다 새로운 선택지를 찾아보고, 마음에 드는 안이 생기면 일정과 필요한 준비를 정리할 수 있어요. 일을 시작할 때 여러 방법을 비교하고, 한 가지 방향을 정한 뒤에는 다음 단계로 이어가려 할 수도 있어요. 이때 N은 아이디어의 품질을, K는 실행의 성공을 보장하지 않아요. 선택지를 많이 찾았지만 무엇을 고를지 어려울 수 있고, 계획을 세웠지만 정보가 계속 늘어나 시작이 늦어질 수 있어요. 반대로 K의 익숙한 구조를 지키려는 마음이 N의 탐색과 부딪혀, 새로운 방법이 흥미롭지만 이미 정한 계획을 바꾸기는 불편하게 느껴질 수도 있어요. 조합은 좋은 특징을 더한 결과가 아니라 서로 다른 관심과 행동 경향이 한 장면에서 만나는 방식이에요. 개인 결과에서는 새로운 안을 찾는 정도, 정한 일을 시작하고 다시 돌아오는 정도, 정리와 구조를 유지하는 정도를 따로 확인해야 해요. N의 세부 성향 중 지적 탐구만 선명하고 K의 질서·구조가 가운데라면, 원리와 선택지는 깊게 알아보지만 일정표로 정리하는 모습은 약할 수 있어요. 대표 N과 K만 보고 아이디어를 현실로 만드는 사람이라고 설명하면 이런 차이를 놓쳐요.",BFI2·BFAS+N/K 단일 정의; N/K 단일 정의,ENAKQ Part 2 claim mapping; ENAKQ Part 3 claim mapping; ENAKQ Part 4 claim mapping,"구성개념 경계, 상태·성향 구분, 상황 일반화와 조합 해석을 검토",,,,,,,,,,
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,personality_psychology,W2,2,ENAKQ.interaction.NQ,interaction_hypothesis,code_interactions,high,general,HOLD,research_only,comparison_safe,domain_scores;facet_scores,trait-map.enakq.interaction.nq,ENAKQ-P12-02,부담이 커질 때와 회복,"부담이 커질 때 여러 생각이 이어져도 모두 Q의 걱정은 아니에요. N은 문제의 원리와 가능한 설명을 넓히는 쪽으로, K는 해야 할 순서와 빠진 일을 확인하는 쪽으로 나타날 수 있어요. Q의 걱정·주저는 실패나 좋지 않은 결과가 반복해서 떠오르고 행동을 망설이게 하는 경향에 더 가까워요. 예를 들어 발표 전 다른 설명도 검토해 보자는 탐색일 수 있고, 자료와 시간을 다시 확인하자는 계획일 수 있으며, 실수하면 모든 평가가 나빠질 것 같다는 걱정일 수 있어요. 실제 생각은 섞일 수 있으므로 문장 하나만 보고 N·K·Q를 판정하지 않아요. 개인 리포트도 각 세부 성향 점수와 문항 범위 안에서 설명해야 해요. N과 Q가 함께 선명하면 여러 가능성 중 좋지 않은 설명이 더 오래 이어질 수 있다는 가설을 세울 수 있지만 아직 조합 효과가 검증되지 않았어요. 생각이 많다는 한 표현으로 가능성 탐색과 걱정을 합치지 않고, 무엇을 확인하려는 생각인지와 행동에 어떤 영향을 주었는지를 따로 물어야 해요.",N/Q 단일 정의,ENAKQ Part 4 claim mapping,"구성개념 경계, 상태·성향 구분, 상황 일반화와 조합 해석을 검토",,,,,,,,,,
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,personality_psychology,W2,3,ENAKQ.misread.A,possible_misread,misunderstandings,high,general,COGNITIVE_REVIEW_REQUIRED,research_only,comparison_safe,domain_scores,trait-map.enakq.misread.a,ENAKQ-P14-03,자주 생기는 오해와 대화법,"A는 마음이 따뜻하고 공감을 잘하는 사람 또는 감정에 끌려가 해결을 못 하는 사람으로 오해받을 수 있어요. 실제 측정 범위는 관계 장면에서 상대 마음과 안녕에 주의가 먼저 갈 수 있다는 방향이에요. 마음을 정확히 이해하는 능력, 친절한 행동, 자기희생, 갈등 회피는 대표 A로 알 수 없어요. 처음에는 상대 마음이 신경 쓰여도 실제 나타나는 반응은 해결 질문일 수 있어요. 반대로 G에 가까운 사람도 원인과 해결을 이해한 뒤 세심하게 위로할 수 있어요. 과정 자료가 없는 상태에서 표정과 첫 문장만 보고 A→A, A→G, G→A, G→G를 붙이지 않아요. 고민 대화에서는 성향을 맞히기보다 현재 필요한 반응을 확인해요. 지금 마음을 더 이야기하고 싶은지, 원인을 함께 정리하고 싶은지, 실제로 도울 일이 있는지를 물을 수 있어요. 본인도 네 마음이 신경 쓰이지만 지금은 내가 길게 듣기 어려워처럼 관심과 가능한 범위를 동시에 말할 수 있어요.",A 포함·제외 정의,ENAKQ Part 5 claim mapping,"구성개념 경계, 상태·성향 구분, 상황 일반화와 조합 해석을 검토",,,,,,,,,,
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,personality_psychology,W2,4,ENAKQ.misread.barnum,possible_misread,misunderstandings,high,general,EXTERNAL_SUPPORTED_BOUNDARY,review_candidate,comparison_safe,domain_scores,trait-map.enakq.misread.barnum,ENAKQ-P14-06,자주 생기는 오해와 대화법,"관계를 여는 지휘자는 사람을 이끌고 관계를 잘 관리하는 리더처럼 들릴 수 있어요. 역할명은 다섯 글자를 기억하기 위한 짧은 이미지이며 능력·직업·지위가 아니에요. 이름이 멋지게 느껴지는 것과 설명이 실제 점수와 경험에 맞는지는 따로 확인해야 해요. 누구에게나 어느 정도 맞는 긍정 문장도 개인에게 정확한 설명처럼 느껴질 수 있어요. 오래전 개인성 검증 실험은 같은 일반적 성격 설명을 받은 사람들이 높은 자기일치감을 보일 수 있음을 보여줬어요. 그 한 실험으로 모든 유형 설명이 틀렸다고 할 수는 없지만, 사람을 소중히 여기며 때로는 혼자 있고 싶다 같은 넓은 문장으로 만족도를 높여서는 안 된다는 경계가 돼요. 뉴앙 문장은 대상 조건과 반례를 함께 가져야 해요. 어떤 점수·세부 성향·상황에서 보여 주는지, 무엇을 뜻하지 않는지, 사용자에게 낯설면 무엇을 확인할지 제공해야 해요. 인지 인터뷰와 blind 비교에서 다른 코드 사용자도 같은 문장을 똑같이 선택한다면 문구를 고치거나 제외해요.",PERSONAL-VALIDATION-1949,ENAKQ Part 5 claim mapping,"구성개념 경계, 상태·성향 구분, 상황 일반화와 조합 해석을 검토",,,,,,,,,,
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,personality_psychology,W2,5,ENAKQ.misread.E,possible_misread,misunderstandings,high,general,COGNITIVE_REVIEW_REQUIRED,research_only,comparison_safe,domain_scores,trait-map.enakq.misread.e,ENAKQ-P14-01,자주 생기는 오해와 대화법,"E는 말이 많고 누구와도 잘 어울리는 사람으로 오해받을 수 있어요. 실제로는 사람과 함께할 때의 에너지와 필요한 말을 먼저 꺼내는 경향을 나누어 봐야 해요. 친하지 않은 모임, 권한 차이가 큰 자리, 피곤한 날에는 조용할 수 있고, 말수가 적어도 중요한 순간에 먼저 질문할 수 있어요. 주변 사람은 조용한 순간을 보고 오늘 왜 너답지 않아?라고 성격을 확인하기보다 현재 상태를 물을 수 있어요. 본인도 E라는 이유로 계속 분위기를 띄우거나 먼저 연락할 책임을 지지 않아요. 오늘은 듣는 편이 편해, 먼저 제안은 할 수 있지만 준비는 나누고 싶어처럼 현재 가능한 참여를 말할 수 있어요. 비교 리포트에서는 E와 I의 차이를 사교성 우열로 보여주지 않아요. 누가 먼저 시작할지, 생각할 시간을 얼마나 둘지, 말·글 중 어떤 방식이 편한지를 확인하는 질문으로 바꿔야 해요. 한 사람이 시작하고 다른 사람이 내용을 깊게 더하는 방식도 동등한 참여가 될 수 있어요.",E 포함·제외 정의,ENAKQ Part 5 claim mapping,"구성개념 경계, 상태·성향 구분, 상황 일반화와 조합 해석을 검토",,,,,,,,,,
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,personality_psychology,W2,6,ENAKQ.misread.K,possible_misread,misunderstandings,high,general,COGNITIVE_REVIEW_REQUIRED,research_only,comparison_safe,domain_scores,trait-map.enakq.misread.k,ENAKQ-P14-04,자주 생기는 오해와 대화법,"K는 성실하고 약속을 반드시 지키는 사람으로 칭찬받거나 계획을 바꾸지 못하는 사람으로 단정될 수 있어요. 뉴앙 K는 시작·지속·정리 흐름이 비교적 꾸준한 방향이지 도덕성, 책임감, 생산성, 완벽주의가 아니에요. 환경과 자원이 부족하면 멈출 수 있고, 새로운 정보가 충분하면 계획을 바꿀 수도 있어요. 계획이 어긋났을 때 K라면서 왜 못 했어?라고 결과를 코드에 묶지 않아요. 목표가 분명했는지, 필요한 시간과 권한이 있었는지, 중간에 조건이 바뀌었는지 살펴봐요. M에 가까운 사람에게도 게으르거나 믿기 어렵다는 표현을 쓰지 않고, 어떤 외부 구조와 시작 조건이 도움이 되는지 확인해요. 함께 일정을 정할 때에는 꼭 지킬 약속, 바꿀 수 있는 부분, 다시 확인할 시점을 나누어 말할 수 있어요. 계획을 유지하는 편안함과 상황에 맞게 바꾸는 편안함을 모두 남겨 두는 질문이에요. 어느 한 사람이 계속 관리하거나 맞추는 역할을 맡지 않는지도 함께 확인해요.",K 포함·제외 정의,ENAKQ Part 5 claim mapping,"구성개념 경계, 상태·성향 구분, 상황 일반화와 조합 해석을 검토",,,,,,,,,,
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,personality_psychology,W2,7,ENAKQ.misread.N,possible_misread,misunderstandings,high,general,COGNITIVE_REVIEW_REQUIRED,research_only,comparison_safe,domain_scores,trait-map.enakq.misread.n,ENAKQ-P14-02,자주 생기는 오해와 대화법,"N은 창의적이고 똑똑한 사람 또는 반대로 현실성이 부족한 사람으로 오해받을 수 있어요. 뉴앙 N은 보이는 내용 너머의 가능성·관점·원리를 더 탐색하는 방향이에요. 새 생각이 유용한지, 사실을 정확히 아는지, 결정을 잘하는지는 별도 정보예요. 확인된 조건부터 보는 R도 상상력이 없거나 새로운 것을 싫어한다는 뜻이 아니에요. 대화에서 한 사람은 선택지를 더 보고 싶고 다른 사람은 현재 확인된 조건을 정리하고 싶을 수 있어요. 너는 너무 복잡하게 생각해나 너는 생각이 닫혀 있어 대신 지금 단계가 탐색인지 결정인지 말할 수 있어요. 아이디어를 더 볼 시간을 10분 갖고, 그다음 비용과 일정으로 고르자처럼 두 방식의 순서를 정할 수도 있어요. 상대의 말에서 여러 배경을 떠올렸다면 사실처럼 전달하지 않아요. 나는 이런 가능성도 떠올랐는데 실제로는 어땠어?처럼 설명과 질문을 나누어요. 이는 N을 줄이는 방법이 아니라 가능성을 상대가 확인할 수 있는 대화로 바꾸는 방법이에요.",N 포함·제외 정의,ENAKQ Part 5 claim mapping,"구성개념 경계, 상태·성향 구분, 상황 일반화와 조합 해석을 검토",,,,,,,,,,
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,personality_psychology,W2,8,ENAKQ.misread.Q,possible_misread,misunderstandings,high,general,COGNITIVE_REVIEW_REQUIRED,research_only,comparison_safe,domain_scores,trait-map.enakq.misread.q,ENAKQ-P14-05,자주 생기는 오해와 대화법,"Q는 예민하고 감정적인 사람으로, C는 차분하고 멘탈이 강한 사람으로 오해받기 쉬워요. 실제로는 불편한 상황에서 감정 동요와 걱정·주저가 활성화되는 상대적 경향이에요. Q만으로 말투와 표정, 감정 조절, 위험 판단, 회복 속도, 정신건강을 알 수 없고 C도 무심함이나 높은 회복력을 뜻하지 않아요. 걱정이 커진 사람에게 별일 아니야라고 마음의 크기를 정해 주거나 Q라서 그래라고 원인을 성향으로 돌리지 않아요. 무엇이 확인되지 않아 걱정되는지, 지금 더 필요한 정보가 있는지, 이야기·실제 도움·혼자 정리할 시간 중 무엇이 편한지를 물을 수 있어요. 답을 모를 수도 있고 지금 말하지 않을 수도 있어요. 본인도 Q를 행동의 면허로 사용하지 않아요. 감정이 빨리 커진 사실과 상대를 비난하거나 통제한 행동은 구분해야 해요. 반대로 감정이 올라온 것 자체를 잘못으로 취급하지 않아요. 실제 영향이 있었다면 구체적인 행동을 다루고, 다음에 필요한 경계와 지원을 함께 정해요.",ER 포함·제외 정의,ENAKQ Part 5 claim mapping,"구성개념 경계, 상태·성향 구분, 상황 일반화와 조합 해석을 검토",,,,,,,,,,
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,personality_psychology,W2,9,ENAKQ.misread.role,possible_misread,misunderstandings,high,general,COGNITIVE_REVIEW_REQUIRED,research_only,comparison_safe,domain_scores,trait-map.enakq.misread.role,ENAKQ-P14-06,자주 생기는 오해와 대화법,"관계를 여는 지휘자는 사람을 이끌고 관계를 잘 관리하는 리더처럼 들릴 수 있어요. 역할명은 다섯 글자를 기억하기 위한 짧은 이미지이며 능력·직업·지위가 아니에요. 이름이 멋지게 느껴지는 것과 설명이 실제 점수와 경험에 맞는지는 따로 확인해야 해요. 누구에게나 어느 정도 맞는 긍정 문장도 개인에게 정확한 설명처럼 느껴질 수 있어요. 오래전 개인성 검증 실험은 같은 일반적 성격 설명을 받은 사람들이 높은 자기일치감을 보일 수 있음을 보여줬어요. 그 한 실험으로 모든 유형 설명이 틀렸다고 할 수는 없지만, 사람을 소중히 여기며 때로는 혼자 있고 싶다 같은 넓은 문장으로 만족도를 높여서는 안 된다는 경계가 돼요. 뉴앙 문장은 대상 조건과 반례를 함께 가져야 해요. 어떤 점수·세부 성향·상황에서 보여 주는지, 무엇을 뜻하지 않는지, 사용자에게 낯설면 무엇을 확인할지 제공해야 해요. 인지 인터뷰와 blind 비교에서 다른 코드 사용자도 같은 문장을 똑같이 선택한다면 문구를 고치거나 제외해요.",역할명 제품 가설,ENAKQ Part 5 claim mapping,"구성개념 경계, 상태·성향 구분, 상황 일반화와 조합 해석을 검토",,,,,,,,,,
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,personality_psychology,W2,10,ENAKQ.misread.self_other,possible_misread,misunderstandings,high,general,EXTERNAL_SUPPORTED_BOUNDARY,review_candidate,comparison_safe,domain_scores,trait-map.enakq.misread.self_other,ENAKQ-P14-07,자주 생기는 오해와 대화법,"본인이 아는 마음속 경험과 다른 사람이 본 행동은 서로 다른 정보를 담을 수 있어요. 성격의 자기·타인 지각 연구는 어떤 특성이 밖에서 더 잘 보이고 어떤 경험은 본인이 더 알 수 있는지에 따라 정보가 달라질 수 있다고 봐요. 어느 한쪽이 항상 더 정확하다는 뜻은 아니며, 상대가 본 행동으로 속마음을 대신 판단할 수도 없어요. 오해가 생기면 코드 설명을 증거로 내세우기보다 구체적인 장면을 말해요. 나는 A라서 너를 배려한 거야보다 약속을 미루면 편할 거라고 생각해서 묻지 않고 바꿨어라고 행동과 추측을 나누어요. 상대는 그 행동이 자신에게 어떤 영향을 줬는지 말할 수 있어요. 의도와 영향이 다를 수 있다는 사실을 코드로 승패를 가리지 않아요. 비교 리포트의 대화 질문도 상대를 분석하는 퀴즈가 아니에요. 너는 이 유형이니 이렇게 해가 아니라 이 상황에서 무엇이 편했는지, 다음에는 어떤 행동을 원했는지를 서로 답하는 구조여야 해요. 코드는 대화를 시작하는 배경이고, 실제 합의는 두 사람이 공개한 경험과 선택으로 만들어요.",SOKA+SELF-KNOWLEDGE,ENAKQ Part 5 claim mapping,"구성개념 경계, 상태·성향 구분, 상황 일반화와 조합 해석을 검토",,,,,,,,,,
