protocol_version,packet_version,reviewer_id,reviewer_role,wave_id,sequence_in_wave,claim_id,claim_kind,canonical_section,priority,contexts,evidence_status,publication_state,privacy_scope,required_signals,content_key,source_block_ref,source_section_title,source_excerpt,external_evidence,internal_evidence,review_reason,decision,construct_fit_rating_1_4,evidence_fit_rating_1_4,inference_scope_rating_1_4,language_safety_rating_1_4,risk_flags,required_revision,rationale,reviewer_confidence,conflict_of_interest
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,relationship_safety,W3,1,ENAKQ.strength.conditional,boundary,strengths_and_growth,high,general,EXTERNAL_SUPPORTED_BOUNDARY,review_candidate,comparison_safe,domain_scores,trait-map.enakq.strength.conditional,ENAKQ-P13-01,"강점, 과하게 쓸 때, 작은 실험","뉴앙에서 강점은 이 사람이 잘하는 능력이라는 인증이 아니에요. 같은 경향도 상황과 목적에 맞게 나타나면 도움이 될 수 있고, 필요한 정보나 선택권을 가리면 부담이 될 수 있어요. 먼저 말을 꺼내는 행동은 논의를 시작하는 데 유용할 수 있지만 다른 사람의 생각을 들을 시간이 필요한 장면에서는 기다리는 편이 나을 수 있어요. 강점을 코드 글자만 보고 자동으로 붙이지도 않아요. E가 선명해도 발표 경험과 말하기 기술은 다르고, N이 선명해도 아이디어의 품질은 별도이며, A가 선명해도 상대 마음을 정확히 아는 능력은 측정하지 않았어요. K는 성과와 책임감, Q는 위험을 알아차리는 능력이나 회복력을 뜻하지 않아요. 실제로 도움이 된 행동과 결과가 확인되어야 본인의 강점으로 구체화할 수 있어요. 한 경향을 많이 보이는 것이 언제나 더 좋은 것도 아니에요. 업무 연구에서는 일부 성격과 성과의 관련이 직무 복잡도와 수준에 따라 직선이 아닐 수 있다는 결과도 있어요. 이 자료는 ENAKQ의 최적 점수를 정해 주지 않지만, 높을수록 좋은 글자를 만들지 않아야 한다는 경계에는 도움이 돼요. 뉴앙은 부족·적정·과잉이라는 고정 점수를 발급하지 않아요.",상황 연구+CURVILINEAR 간접,ENAKQ Part 5 claim mapping,"관계 결정론, 임상·낙인·문화 규범, 개인정보와 사용자 안전을 검토",,,,,,,,,,
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,relationship_safety,W3,2,ENAKQ.strength.non_ability,boundary,strengths_and_growth,high,general,NUANG_MAPPED_PROVISIONAL,research_only,public_safe,domain_scores,trait-map.enakq.strength.non_ability,ENAKQ-P13-01,"강점, 과하게 쓸 때, 작은 실험","뉴앙에서 강점은 이 사람이 잘하는 능력이라는 인증이 아니에요. 같은 경향도 상황과 목적에 맞게 나타나면 도움이 될 수 있고, 필요한 정보나 선택권을 가리면 부담이 될 수 있어요. 먼저 말을 꺼내는 행동은 논의를 시작하는 데 유용할 수 있지만 다른 사람의 생각을 들을 시간이 필요한 장면에서는 기다리는 편이 나을 수 있어요. 강점을 코드 글자만 보고 자동으로 붙이지도 않아요. E가 선명해도 발표 경험과 말하기 기술은 다르고, N이 선명해도 아이디어의 품질은 별도이며, A가 선명해도 상대 마음을 정확히 아는 능력은 측정하지 않았어요. K는 성과와 책임감, Q는 위험을 알아차리는 능력이나 회복력을 뜻하지 않아요. 실제로 도움이 된 행동과 결과가 확인되어야 본인의 강점으로 구체화할 수 있어요. 한 경향을 많이 보이는 것이 언제나 더 좋은 것도 아니에요. 업무 연구에서는 일부 성격과 성과의 관련이 직무 복잡도와 수준에 따라 직선이 아닐 수 있다는 결과도 있어요. 이 자료는 ENAKQ의 최적 점수를 정해 주지 않지만, 높을수록 좋은 글자를 만들지 않아야 한다는 경계에는 도움이 돼요. 뉴앙은 부족·적정·과잉이라는 고정 점수를 발급하지 않아요.",구성개념 계약,ENAKQ Part 5 claim mapping,"관계 결정론, 임상·낙인·문화 규범, 개인정보와 사용자 안전을 검토",,,,,,,,,,
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,relationship_safety,W3,3,ENAKQ.strength.Q_nonvirtue,boundary,strengths_and_growth,high,general,NUANG_MAPPED_PROVISIONAL,research_only,public_safe,domain_scores,trait-map.enakq.strength.q_nonvirtue,ENAKQ-P13-06,"강점, 과하게 쓸 때, 작은 실험","Q는 장점처럼 포장하기 가장 조심해야 하는 자리예요. 걱정과 감정이 빨리 커지는 경향을 위험을 잘 찾는다, 감수성이 깊다, 진심이 크다로 바꾸면 실제 측정 범위를 벗어나요. Q의 유용한 출발점은 반응 자체를 칭찬하는 것이 아니라, 어떤 상황에서 부담이 활성화되는지 본인이 알아볼 정보를 얻는 데 있어요. 부담이 올라오는 신호를 알아차렸다면 다음 행동은 여러 가지일 수 있어요. 사실을 더 확인하거나, 잠깐 정리할 시간을 요청하거나, 필요한 지원을 고르거나, 환경의 요구를 조정할 수 있어요. 어느 반응이 ENAKQ에게 가장 좋다고 정하지 않아요. 빠른 활성화와 실제 표현·판단·조절·회복은 별도 정보이기 때문이에요. 원한다면 다음 부담 장면에서 직접 확인한 사실, 처음 든 걱정, 실제로 한 반응, 도움이 된 조건을 한 줄씩 남길 수 있어요. 기록이 생각을 더 길게 만들면 중단해도 돼요. 목표는 걱정을 없애거나 C처럼 되는 것이 아니라, 지금 필요한 정보와 지원을 조금 더 빨리 고르는 데 도움이 되는지 확인하는 것이에요.",ER 측정 경계,ENAKQ Part 5 claim mapping,"관계 결정론, 임상·낙인·문화 규범, 개인정보와 사용자 안전을 검토",,,,,,,,,,
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,relationship_safety,W3,4,ENAKQ.strength.role_boundary,boundary,strengths_and_growth,high,general,COGNITIVE_REVIEW_REQUIRED,research_only,public_safe,domain_scores,trait-map.enakq.strength.role_boundary,ENAKQ-P13-07,"강점, 과하게 쓸 때, 작은 실험","관계를 여는 지휘자라는 역할명은 E·A의 관계 시작과 N·K의 탐색·지속을 묶어 기억하게 하는 제품 가설이에요. 실제로는 사람을 연결하는 일, 선택지를 펼치는 일, 상대 영향을 확인하는 일, 정한 흐름을 이어가는 일이 서로 다른 장면에서 나타날 수 있어요. 네 가지가 한 번에 잘 맞물린다는 검증은 아직 없어요. 조건이 맞으면 대화를 열고 아이디어와 다음 행동을 이어가는 모습이 나타날 수 있지만, 이것을 통솔력이나 관계를 이끄는 능력으로 평가하지 않아요. 역할명이 자신을 잘 설명한다고 느껴져도 각 자리와 세부 성향을 따로 확인해야 해요. 낯설게 느껴진다면 이름에 자신을 맞추는 대신 어떤 부분이 다른지 살펴봐요. 통합 강점은 한 문장으로 발급하기보다 실제 사례에서 만들어야 해요. 어떤 사람들과 무엇을 시작했는지, 새로운 관점을 어떻게 더했는지, 상대 반응을 어떻게 확인했는지, 무엇을 실제로 이어갔는지가 모두 확인된 경우에만 사용자가 자신의 사례로 저장할 수 있어요. 앱이 게시물과 활동을 모아 자동으로 능력 서사를 만들지 않아요.",제품 문구 계약,ENAKQ Part 5 claim mapping,"관계 결정론, 임상·낙인·문화 규범, 개인정보와 사용자 안전을 검토",,,,,,,,,,
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,relationship_safety,W3,5,ENAKQ.stress.activation,inner_thought,stress_and_recovery,high,general,NUANG_MAPPED_PROVISIONAL,research_only,comparison_safe,domain_scores;current_state,trait-map.enakq.stress.activation,ENAKQ-P12-01,부담이 커질 때와 회복,"Q는 일이 뜻대로 되지 않거나 결과가 불확실하고 평가받는 상황에서 걱정과 불편한 감정이 비교적 빨리 커질 수 있는 방향이에요. 감정 동요와 걱정·주저라는 두 세부 성향이 다르게 나타날 수 있어서, 한 사람은 갑작스러운 문제에 감정이 빨리 올라오지만 오래 걱정하지 않을 수 있고 다른 사람은 겉으로 큰 동요 없이 여러 가능성을 계속 걱정할 수 있어요. Q는 스트레스가 실제로 많은 환경인지 측정하지 않아요. 최근에 갈등, 과도한 업무, 건강 문제, 경제적 어려움, 수면 부족을 겪었다면 평소보다 반응이 커질 수 있어요. 지난 6개월의 평소 경향을 묻는 성향 결과와 최근 며칠이나 2주의 상태 확인을 분리해야 해요. 현재 부담을 성격으로 돌리거나 성향 점수의 변화로만 설명하지 않아요. Q를 불안, 예민함, 약한 회복력, 감정 조절 실패로 바꾸지 않아요. C도 회복력이 좋거나 침착한 능력을 가진다는 뜻이 아니에요. 뉴앙은 반응이 활성화되는 상대적 경향까지만 말하고, 원인·표현·회복·정신건강은 필요한 자료가 있을 때 별도로 다뤄요.",ER 정의,ENAKQ Part 4 claim mapping,"관계 결정론, 임상·낙인·문화 규범, 개인정보와 사용자 안전을 검토",,,,,,,,,,
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,relationship_safety,W3,6,ENAKQ.stress.communication,observable_response,stress_and_recovery,high,general,COGNITIVE_REVIEW_REQUIRED,research_only,comparison_safe,domain_scores;current_state,trait-map.enakq.stress.communication,ENAKQ-P12-03,부담이 커질 때와 회복,"마음속 걱정과 감정이 커진 뒤 실제 나타나는 반응은 Q만으로 알 수 없어요. 누군가는 바로 말하고, 누군가는 해야 할 일을 먼저 처리하고, 누군가는 혼자 정리할 시간을 요청할 수 있어요. 말이 많아지거나 조용해지는 행동, 표정, 연락 횟수를 Q의 고정 표현으로 만들지 않아요. 본인의 실제 반응을 알고 싶다면 부담이 생긴 장면에서 처음 알아차린 변화, 실제로 한 행동, 그 행동 뒤 달라진 점을 나누어 기록할 수 있어요. 개인 과정 자료가 충분히 반복되기 전에는 Q→C처럼 겉으로는 침착하다거나 속으로 걱정하지만 남을 먼저 챙긴다는 서사를 발급하지 않아요. 주변 사람도 왜 그렇게 예민해?처럼 성격을 평가하기보다 지금 확인할 수 있는 것을 물을 수 있어요. 지금 이야기할지 조금 뒤에 이야기할지, 혼자 정리할 시간이 필요한지, 내가 실제로 도울 일이 있는지처럼 선택지를 열어 둬요. 답을 말하지 않을 선택과 상황이 바뀌면 다시 고를 수 있는 여지도 필요해요.",과정 비추론+제품 가설,ENAKQ Part 4 claim mapping,"관계 결정론, 임상·낙인·문화 규범, 개인정보와 사용자 안전을 검토",,,,,,,,,,
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,relationship_safety,W3,7,ENAKQ.stress.crossload,observable_response,stress_and_recovery,high,general,COGNITIVE_REVIEW_REQUIRED,research_only,comparison_safe,domain_scores;current_state,trait-map.enakq.stress.crossload,ENAKQ-P12-02,부담이 커질 때와 회복,"부담이 커질 때 여러 생각이 이어져도 모두 Q의 걱정은 아니에요. N은 문제의 원리와 가능한 설명을 넓히는 쪽으로, K는 해야 할 순서와 빠진 일을 확인하는 쪽으로 나타날 수 있어요. Q의 걱정·주저는 실패나 좋지 않은 결과가 반복해서 떠오르고 행동을 망설이게 하는 경향에 더 가까워요. 예를 들어 발표 전 다른 설명도 검토해 보자는 탐색일 수 있고, 자료와 시간을 다시 확인하자는 계획일 수 있으며, 실수하면 모든 평가가 나빠질 것 같다는 걱정일 수 있어요. 실제 생각은 섞일 수 있으므로 문장 하나만 보고 N·K·Q를 판정하지 않아요. 개인 리포트도 각 세부 성향 점수와 문항 범위 안에서 설명해야 해요. N과 Q가 함께 선명하면 여러 가능성 중 좋지 않은 설명이 더 오래 이어질 수 있다는 가설을 세울 수 있지만 아직 조합 효과가 검증되지 않았어요. 생각이 많다는 한 표현으로 가능성 탐색과 걱정을 합치지 않고, 무엇을 확인하려는 생각인지와 행동에 어떤 영향을 주었는지를 따로 물어야 해요.",OE·SM·ER 구성개념 경계,ENAKQ Part 4 claim mapping,"관계 결정론, 임상·낙인·문화 규범, 개인정보와 사용자 안전을 검토",,,,,,,,,,
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,relationship_safety,W3,8,ENAKQ.stress.environment,boundary,stress_and_recovery,high,general,EXTERNAL_SUPPORTED_BOUNDARY,review_candidate,comparison_safe,domain_scores;current_state,trait-map.enakq.stress.environment,ENAKQ-P12-06,부담이 커질 때와 회복,"부담이 커졌을 때 자신을 탓하기 전에 상황을 먼저 볼 수 있어요. 최근에 부담이 겹쳤는지, 쉬는 시간과 필요한 정보가 부족했는지, 통제하기 어려운 변화가 있었는지, 다른 사람의 기대가 분명했는지 확인해요. Q는 환경을 견디는 능력을 평가하는 코드가 아니므로, 반응을 줄이는 일만 목표로 삼지 않아요. 다음 선택을 위해 네 가지를 짧게 적어 볼 수 있어요. 무슨 일이 있었는지, 처음 든 생각과 감정은 무엇인지, 실제로 어떤 반응이 나타났는지, 지금 필요한 변화나 지원은 무엇인지 나누어 봐요. 사실·생각·반응·필요를 분리하면 성향 설명이 모든 원인을 차지하는 것을 막을 수 있어요. 작은 실험은 사람을 바꾸는 숙제가 아니라 환경과 지원을 확인하는 방법이어야 해요. 다음 한 번만 기준을 미리 요청하거나, 시작 전에 확인 시간을 정하거나, 감정이 커졌을 때 다시 이야기할 시간을 약속해 볼 수 있어요. 결과가 도움이 되지 않으면 실패가 아니라 본인에게 맞지 않은 조건을 발견한 자료로 남겨요.",일상 스트레스·상태 연구,ENAKQ Part 4 claim mapping,"관계 결정론, 임상·낙인·문화 규범, 개인정보와 사용자 안전을 검토",,,,,,,,,,
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,relationship_safety,W3,9,ENAKQ.stress.reactivity_recovery_boundary,boundary,stress_and_recovery,high,general,EXTERNAL_SUPPORTED_BOUNDARY,review_candidate,public_safe,domain_scores,trait-map.enakq.stress.reactivity_recovery_boundary,ENAKQ-P12-04,부담이 커질 때와 회복,"반응이 빨리 커지는 것과 원래 상태로 돌아오는 과정은 같은 정보가 아니에요. 스트레스 연구에서도 반응성과 회복은 구분해 측정하며, 실험실에서 본 반응과 일상에서의 반응·회복이 강하게 일치하지 않을 수 있었어요. 따라서 Q가 선명하다고 회복이 느리다고 말할 수 없고, C가 선명하다고 회복이 빠르다고 말할 수도 없어요. 회복도 한 순간에 끝나는 한 가지 변화가 아니에요. 불편한 감정은 줄었지만 몸의 피로가 남을 수 있고, 일은 다시 시작했지만 걱정이 이어질 수 있어요. 대화는 마쳤지만 관계가 편해지는 데 시간이 더 걸릴 수도 있어요. 감정, 생각, 행동, 생활 기능이 서로 다른 속도로 돌아올 수 있다는 점을 제품에 반영해야 해요. 앱은 회복 완료를 자동 판정하지 않아요. 사용자가 원하면 감정의 크기, 반복되는 걱정, 잠과 식사, 해야 할 일의 진행, 사람과 연결되는 편안함 중 본인에게 중요한 변화를 선택해 볼 수 있어요. 이 기록은 진단이나 치료 경과가 아니라 본인이 최근 상태를 알아차리는 자료예요.",REACTIVITY-RECOVERY-2023; REACTIVITY-RECOVERY,ENAKQ Part 4 claim mapping; ENAKQ Part 5 claim mapping,"관계 결정론, 임상·낙인·문화 규범, 개인정보와 사용자 안전을 검토",,,,,,,,,,
enakq-trait-map-expert-review.v0.1,ENAKQ-EXPERT-PACKET.v0.1,,relationship_safety,W3,10,ENAKQ.stress.recovery,support_preference,stress_and_recovery,high,general,HOLD,research_only,comparison_safe,domain_scores;recovery_preference;current_state,trait-map.enakq.stress.recovery,ENAKQ-P12-04,부담이 커질 때와 회복,"반응이 빨리 커지는 것과 원래 상태로 돌아오는 과정은 같은 정보가 아니에요. 스트레스 연구에서도 반응성과 회복은 구분해 측정하며, 실험실에서 본 반응과 일상에서의 반응·회복이 강하게 일치하지 않을 수 있었어요. 따라서 Q가 선명하다고 회복이 느리다고 말할 수 없고, C가 선명하다고 회복이 빠르다고 말할 수도 없어요. 회복도 한 순간에 끝나는 한 가지 변화가 아니에요. 불편한 감정은 줄었지만 몸의 피로가 남을 수 있고, 일은 다시 시작했지만 걱정이 이어질 수 있어요. 대화는 마쳤지만 관계가 편해지는 데 시간이 더 걸릴 수도 있어요. 감정, 생각, 행동, 생활 기능이 서로 다른 속도로 돌아올 수 있다는 점을 제품에 반영해야 해요. 앱은 회복 완료를 자동 판정하지 않아요. 사용자가 원하면 감정의 크기, 반복되는 걱정, 잠과 식사, 해야 할 일의 진행, 사람과 연결되는 편안함 중 본인에게 중요한 변화를 선택해 볼 수 있어요. 이 기록은 진단이나 치료 경과가 아니라 본인이 최근 상태를 알아차리는 자료예요.",직접 공통 처방 근거 없음; 후속검사 후보; 직접 공통 근거 없음; ER 계약+REACTIVITY-RECOVERY,후속검사 후보; ENAKQ Part 2 claim mapping; ENAKQ Part 3 claim mapping; ENAKQ Part 4 claim mapping,"관계 결정론, 임상·낙인·문화 규범, 개인정보와 사용자 안전을 검토",,,,,,,,,,
