protocol_version,reviewer_slot,wave_id,sequence_in_wave,opaque_item_id,context_label,prompt_text,first_construct_mapping,second_construct_mapping,direction_guess,clarity_rating_1_4,single_response_rating_1_4,universality_rating_1_4,scale_fit_rating_1_4,desirable_direction_guess,risk_flags,fatal_risk_note,stage1_notes
m04-core-expert-kit.v0.1,R06,W1,1,NX-147,내가 한 것을 다른 사람이 확인할 예정일 때,해야 할 행동의 시작 시점은 크게 달라지지 않는다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R06,W1,2,NX-027,미뤄도 당장 문제없는 할 일이 생겼을 때,해야 할 때가 가까워지기 전에 첫 행동을 시작한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R06,W1,3,NX-050,공동 활동의 다음 순서가 정해지지 않았을 때,진행할 방법을 먼저 제안한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R06,W1,4,NX-033,금방 끝낼 수 있는 부탁을 들어주기로 했을 때,다시 생각났을 때 처리한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R06,W1,5,NX-038,이야기의 다음 내용을 알기 전,이어질 장면을 머릿속으로 떠올려본다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R06,W1,6,NX-008,여러 날에 걸쳐 해야 하는 일이 있을 때,중간에 긴 공백이 생기지 않도록 나눠서 이어간다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R06,W1,7,NX-001,해야 할 일이 몇 가지 겹쳐 있을 때,그때 눈에 띄는 일부터 처리한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R06,W1,8,NX-121,함께하는 방식에 작은 조정이 필요할 때,상대가 물어본 뒤 필요한 부분을 말한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R06,W1,9,NX-123,끝내기까지 작은 마무리만 남았을 때,다른 일로 넘어가기 전에 남은 부분을 마친다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R06,W1,10,NX-003,여러 단계를 거친 일을 마치기 전에,눈에 걸리는 부분이 있을 때 다시 살핀다.,,,,,,,,,,,
