protocol_version,reviewer_slot,wave_id,sequence_in_wave,opaque_item_id,context_label,prompt_text,first_construct_mapping,second_construct_mapping,direction_guess,clarity_rating_1_4,single_response_rating_1_4,universality_rating_1_4,scale_fit_rating_1_4,desirable_direction_guess,risk_flags,fatal_risk_note,stage1_notes
m04-core-expert-kit.v0.1,R03,W2,1,NX-035,대화 중 전에 들었던 것과 비슷한 설명이 나왔을 때,지금 들은 설명에만 관심을 둔다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,2,NX-121,함께하는 방식에 작은 조정이 필요할 때,상대가 물어본 뒤 필요한 부분을 말한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,3,NX-081,사소한 일이 꼬여 감정이 올라온 뒤,다음 일을 할 때는 감정의 크기가 줄어든다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,4,NX-114,해야 할 일이 평소보다 조금 늘었을 때,다 해내지 못할 것 같다는 생각이 계속 이어진다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,5,NX-073,관심 있는 주제로 대화가 길어질 때,기운이 계속 이어진다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,6,NX-101,맡은 일을 약속한 때까지 마치기 어려워졌을 때,약속한 때가 오기 전에 상황을 알리고 다시 맞춘다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,7,NX-009,평범한 일상 장면을 보고 있을 때,보이는 장면만 살펴보고 그대로 지나간다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,8,NX-058,함께 준비한 일이 잘 풀리지 않았을 때,처음에는 함께한 사람들의 마음에 주의가 간다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,9,NX-010,상대의 실수 때문에 함께한 일에 문제가 생겼을 때,그 사람의 태도나 성격까지 함께 말한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,10,NX-087,상대의 말이 끝난 뒤 해결 방법이 떠올랐을 때,떠오른 해결 방법부터 말한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,11,NX-139,여럿이 가벼운 활동을 함께할 때,그 흐름에 들어가면 기운이 살아난다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,12,NX-012,작은 불편이 짧은 시간 안에 반복될 때,불편이 반복되어도 감정의 크기는 비슷하게 유지된다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,13,NX-021,여럿이 모였지만 대화가 시작되지 않았을 때,다른 사람이 대화를 시작한 뒤 참여한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,14,NX-093,내가 한 것을 다른 사람이 확인할 예정일 때,해야 할 행동을 몇 번이고 다시 망설인다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,15,NX-140,현실과 다른 가벼운 가정을 접할 때,그 안에서 일어날 장면을 이어서 떠올린다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,16,NX-109,영상을 보거나 대화하던 중 처음 듣는 개념이 나왔을 때,영상이나 대화를 이해할 만큼만 뜻을 확인한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,17,NX-004,해야 할 일이 몇 가지 겹쳐 있을 때,할 일을 순서나 묶음으로 정리한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,18,NX-037,사소한 일이 생각대로 되지 않을 때,불편해도 감정의 크기는 천천히 변한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,19,NX-079,반복해서 쓰는 물건이나 자료를 둘 때,다시 찾을 자리를 정해둔다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,20,NX-024,중요하게 생각하는 문제에서 의견이 다를 때,내 의견을 말한 뒤 상대가 선택할 여지를 남긴다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,21,NX-083,하늘이나 나무 같은 일상 풍경을 볼 때,잠시 본 뒤 하던 일로 관심이 돌아간다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,22,NX-066,이번 주 안에 할 일이 생겼을 때,할 수 있는 때가 생기면 시작한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,23,NX-041,누군가 힘들었던 일을 이야기할 때,무슨 일이 있었는지부터 확인한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,24,NX-036,여럿의 일정을 맞출 때,내가 가능한 시간을 먼저 알린다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,25,NX-096,영상이나 사진의 한 장면을 볼 때,그 장면이 주는 인상을 곱씹어본다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,26,NX-084,내 제안을 충분히 설명한 뒤 상대가 원하지 않는다고 말했을 때,결정을 바꿀 다른 설득 방법이 떠오른다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,27,NX-060,결과를 확신하기 어려운 선택을 해야 할 때,같은 걱정을 되짚느라 결정을 미룬다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,28,NX-141,사소한 선택에서 상대와 원하는 것이 다를 때,내가 원하는 쪽으로 정할 이유가 먼저 떠오른다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,29,NX-091,앱이나 서비스에서 처음 보는 이용 규칙을 안내받았을 때,왜 그렇게 정해졌는지 배경이 궁금해진다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,30,NX-063,익숙한 사람들과 한동안 이야기를 나눌 때,혼자 조용히 있을 시간이 필요해진다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,31,NX-038,이야기의 다음 내용을 알기 전,이어질 장면을 머릿속으로 떠올려본다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,32,NX-128,여럿이 간단한 선택을 미루고 있을 때,내가 먼저 선택지를 꺼낸다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,33,NX-130,처음 보는 기능이 있는 생활용품을 사용할 때,어떻게 쓰는지만 확인하고 바로 사용한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,34,NX-052,비슷한 일을 반복해서 처리할 때,다음에도 따를 수 있는 순서를 만들어둔다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,35,NX-099,다른 사람에게 해주기로 한 일이 있을 때,잊지 않도록 내가 확인할 방법을 마련한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,36,NX-003,여러 단계를 거친 일을 마치기 전에,눈에 걸리는 부분이 있을 때 다시 살핀다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,37,NX-115,인터넷에서 같은 주제를 다르게 설명하는 글 두 개를 발견했을 때,한 글의 설명으로 이해되면 다른 글은 더 살펴보지 않는다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,38,NX-080,해보려던 일이 한 번 잘되지 않았을 때,다시 해도 잘되지 않을 장면이 반복해서 떠오른다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,39,NX-104,가깝지는 않은 사람이 힘든 일을 꺼낼 때,내 생각을 말하기 전에 그 사람이 어떤 마음인지 먼저 확인한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,40,NX-064,의견 충돌이 길어져 답답해졌을 때,상대의 태도나 성격까지 문제로 말한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,41,NX-111,해야 하지만 당장 재미나 보상이 적은 일을 할 때,한 번에 많이 하지 못해도 조금씩 이어간다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,42,NX-089,가깝지는 않은 사람이 힘든 일에 대한 내 의견을 물을 때,처음에는 그 사람이 어떤 마음이었는지가 궁금해진다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,43,NX-033,금방 끝낼 수 있는 부탁을 들어주기로 했을 때,다시 생각났을 때 처리한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,44,NX-106,가보지 않은 공간에 대한 설명을 접할 때,설명된 내용까지만 생각하고 넘어간다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,45,NX-116,상대와 의견이 달라 대화가 길어질 때,답답함과 짜증이 빠르게 커진다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,46,NX-023,궁금했던 질문의 답을 찾았을 때,그 답이 나온 이유나 배경까지 더 알아본다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,47,NX-022,일상에서 음악을 들을 때,그 인상에 머무는 시간은 짧다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,48,NX-045,끝내기까지 작은 마무리만 남았을 때,필요해지는 시점까지 남은 부분을 그대로 둔다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,49,NX-046,다른 사람과 정한 내용이 여러 가지일 때,내가 맡은 내용과 시점을 다시 확인한다.,,,,,,,,,,,
m04-core-expert-kit.v0.1,R03,W2,50,NX-100,하던 중 예상하지 못한 작은 문제가 생겼을 때,문제를 확인하는 동안 감정 변화는 크지 않다.,,,,,,,,,,,
